gauge,year,realspace_a3_off_streamflow,realspace_a3_on_streamflow
406235,1986,153.05373053354649,140.63244059129644
406235,1987,131.76504940390654,117.1577665785702
406235,1988,180.58769649339948,162.92002363174234
406235,1989,168.3833638922577,148.77401499915337
406235,1990,113.50566338794275,92.28896678668676
406235,1991,137.1145951649081,114.29055085550046
406235,1992,202.80926302085456,178.90508105156894
406235,1993,190.77254547764815,166.00682513679325
406235,1994,16.152718190668853,0.07990584333938952
406235,1995,163.39066557784253,133.79004333086735
406235,1996,189.57104947384798,157.69442287213
406235,1997,83.44713412804026,50.10460641648944
406235,1998,102.36066453983968,65.21193745538426
406235,1999,103.34456572431455,64.00984575677278
406235,2000,164.22771213757534,123.38851471520364
406235,2001,60.18691587442199,17.277643578775887
406235,2002,23.75983799250487,0.00347071384382939
406235,2003,123.81747363201858,74.91582010555798
406235,2005,113.65455144120098,59.609385248655045
406235,2006,22.975763122276646,1.177148000427146e-4
406235,2007,84.74791352989638,25.507801292900865
406235,2009,95.68828189153417,31.79328899234399
406235,2010,268.0664643847912,201.00821114704928
406235,2011,150.2004857552251,80.89194572607082
406235,2014,96.32034675952693,18.06221561801646
406235,2015,21.890728160752154,8.526809346959158e-8
406235,2017,100.53385230773368,12.05655704065809
406235,2018,78.5182933666485,0.05041018371339706
406235,2019,71.70210484217321,0.00248219275857012
406235,2020,155.97005362684612,57.90927779427469
406235,2021,123.37563435291189,22.485936311910052
406250,1984,227.17801828408636,227.1780182840863
406250,1985,326.6021621735965,326.6021621735964
406250,1986,288.77630884647294,288.7763088464729
406250,1987,319.8737589308375,319.8737589308374
406250,1988,329.50548499116513,329.50548499116513
406250,1989,377.4584926743595,377.4584926743595
406250,1990,300.7169944693657,300.71699446936566
406250,1991,287.7607019716402,287.7607019716402
406250,1992,466.9048976892892,466.9048976892892
406250,1993,434.7204485745074,434.7204485745072
406250,1994,57.7166453256301,57.716645325630054
406250,1995,360.13059443939864,360.1305944393986
406250,1996,424.19764281718136,424.19764281718136
406250,1997,125.96430906440149,125.96430906440146
406250,1998,184.23012139433015,184.23012139433013
406250,1999,241.93134427609448,241.93134427609445
406250,2000,340.65660391876094,340.6566039187609
406250,2001,169.436145612383,166.39619771031144
406250,2002,43.0184141612065,39.163838317436195
406250,2003,170.46565947721749,158.6456724138702
406250,2004,162.61613864048033,147.63223750625252
406250,2005,126.45658585535413,108.02505926694452
406250,2006,17.769887951689913,12.625746952458575
406250,2007,152.5377568719265,126.05532782964428
406250,2010,454.9013142489455,415.8341228625807
406250,2011,304.16322527209553,261.7655337340484
406250,2012,282.2942440142039,235.6905672233337
406250,2013,281.86209698162816,230.1354341789082
406250,2014,145.93608560136576,93.75408385793328
406250,2015,79.11313575683403,38.64255189079675
406250,2016,486.36641016046093,419.88115302290737
406250,2017,208.74145309878594,138.7848818073202
406250,2018,158.309172392443,88.25565506278113
406250,2019,244.31983534576088,164.46412818697087
407213,1973,131.0864305313791,131.0864305313791
407213,1974,83.01885226030431,83.01885226030431
407213,1975,63.162132419376675,63.162132419376675
407213,1976,0.21578936827948852,0.21578936827948852
407213,1977,16.357576190309512,16.357576190309512
407213,1978,69.17060058202516,69.17060058202516
407213,1979,51.97849688318385,51.97849688318385
407213,1980,43.441532045526,43.441532045526
407213,1981,80.5146562711822,80.5146562711822
407213,1982,1.0104932321475266e-11,1.0104932321475266e-11
407213,1983,91.21822195328126,91.21822195328126
407213,1984,28.034819936756833,28.034819936756833
407213,1985,20.957051537757675,20.957051537757675
407213,1986,54.18973142283635,54.18973142283635
407213,1987,40.944195439625084,40.94419543962509
407213,1988,67.41562958114959,67.41562958114959
407213,1989,72.53477406919268,72.53477406919268
407213,1990,23.401937021747756,23.401937021747756
407213,1991,57.6876354303226,57.6876354303226
407213,1992,87.63741727956295,87.63741727956295
407213,1993,87.44007081214572,87.44007081214572
407213,1996,82.43417586978086,82.43417586978086
407213,1997,20.105474037307644,20.105474037307644
407213,1998,33.986606264741056,33.986606264741056
407213,1999,60.569588234595805,60.569588234595805
407213,2000,50.799709000653586,50.799709000653586
407213,2001,7.755230443715799,7.755230443715799
407213,2002,2.7941497807449157e-8,2.7941497807448664e-8
407213,2003,8.390948239252353,8.390948239252324
407213,2004,6.756448307890425,6.7564483078903965
407213,2005,5.151998020616094,5.151998020616066
407213,2006,7.398194472255758e-10,7.398194472255653e-10
407213,2007,10.66567185295342,10.665671852953388
407213,2008,2.6492822250113837e-6,2.6492822250113363e-6
407213,2012,22.83406508452478,22.83406508452478
407213,2013,25.58687570937368,25.58687570937368
407213,2014,6.440829214267967,6.440829214267967
407213,2015,0.003666798027411367,0.00366679802741136
407213,2016,96.93864090855142,96.93864090855142
407213,2017,19.97629144654633,13.999983052322769
407213,2018,2.2023433219317816,0.01117882263879407
407213,2019,32.10356695706187,15.49670689867562
407213,2020,37.40659065564157,10.199787013189482
407213,2021,50.29990551466038,11.86998434095526
407214,1959,8.461913152430384,8.461913152430386
407214,1960,231.76863768728535,231.76863768728535
407214,1961,51.41938155038318,51.41938155038318
407214,1962,61.675372180629964,61.67537218062997
407214,1963,93.18806749335944,93.18806749335944
407214,1964,159.79241660219216,159.79241660219216
407214,1965,78.23305439591209,78.23305439591209
407214,1966,71.413331188481,71.413331188481
407214,1967,0.8834568928466232,0.8834568928466232
407214,1968,130.24733330293822,130.24733330293822
407214,1969,40.47642595207622,40.47642595207623
407214,1970,72.46822024051143,72.46822024051143
407214,1971,135.71380409889377,135.71380409889375
407214,1972,12.995096528503494,12.995096528503494
407214,1973,170.9540864460543,170.9540864460543
407214,1974,160.2077210824693,160.2077210824693
407214,1975,106.17988294725977,106.17988294725976
407214,1976,20.309492211602404,20.309492211602404
407214,1977,80.93681177215632,80.93681177215632
407214,1978,106.97257480149756,106.97257480149756
407214,1979,68.21102741847047,68.21102741847047
407214,1980,77.5334956381902,77.5334956381902
407214,1981,129.2504441029632,129.2504441029632
407214,1982,0.8293276217931719,0.8293276217931719
407214,1983,114.36271310190811,114.36271310190811
407214,1984,35.03774666101591,35.037746661015916
407214,1985,33.02582773233043,33.02582773233043
407214,1986,83.64363225286284,83.64363225286286
407214,1987,57.943706200416045,57.943706200416045
407214,1988,97.07170726849371,97.071707268493725
407214,1989,141.88526530804245,141.88526530804245
407214,1990,70.66053680534044,70.66053680534044
407214,1991,93.88658466833478,93.88658466833478
407214,1992,146.4714139303705,146.4714139303705
407214,1993,142.90718182246306,142.90718182246306
407214,1994,7.814755710713832,7.814755710713832
407214,1995,91.81946455985019,91.8194645598502
407214,1996,149.50999864985155,149.50999864985155
407214,1997,24.15163203002948,24.151632030029475
407214,1998,33.06224349871364,33.06224349871364
407214,1999,40.53014129432719,40.53014129432719
407214,2000,71.13427694215078,71.13427694215078
407214,2001,15.29551608760818,15.29551608760818
407214,2002,1.7522818449767559,1.752281844976756
407214,2003,11.616520722532297,11.616520722532297
407214,2004,31.30701165155284,31.30701165155284
407214,2005,5.226819096108581,5.226819096108581
407214,2006,0.30195052563596825,0.26751185653701326
407214,2007,5.12552146749771,4.0242510911001945
407214,2008,1.682541192321077,1.1713672269155484
407214,2009,11.304858769107454,7.1725308669374
407214,2010,181.9033537039205,167.51570707018965
407214,2011,85.44907705860709,68.4393347715617
407214,2012,67.25843293891236,47.32666040732442
407214,2013,40.60077405181163,20.12222094405025
407214,2014,29.03156039872264,10.935797664299743
407214,2015,4.032638104033669,1.0631567735778338
407214,2016,160.17119436203626,124.98941138015964
407214,2017,52.343557732860916,18.370614355595023
407214,2018,14.79044218222974,2.522369220261988
407214,2019,97.4839777724991,51.8555833080153
407214,2020,87.74192392206568,38.8348947269338
407214,2021,89.34734379694942,37.27171934500885
407215,1976,46.34120257826128,36.7928107813133
407215,1977,47.60001753388536,35.08887067623378
407215,1978,107.03836547825316,92.18022881099084
407215,1979,113.33930720493815,97.3041683710839
407215,1980,98.33346590583055,80.93151097262128
407215,1981,141.70813687044603,123.19909107363516
407215,1982,3.6803926650328265,1.5898384271191823
407215,1983,133.82047519535797,113.07941151771747
407215,1984,84.95932991537718,63.03611712168828
407215,1985,92.48195997972104,69.3849542048426
407215,1986,120.18251521659344,96.0586027299753
407215,1987,126.20892613217057,100.87397487444628
407215,1988,154.4712693015184,127.4743624483743
407215,1989,156.78324926210823,128.54885095464104
407215,1990,111.71042785966287,82.4967991474246
407215,1991,114.04481338659447,83.88316805763444
407215,1992,183.81396114620648,152.94365561400306
407215,1993,195.28566596635005,163.8751476765646
407215,1994,28.158197277534022,8.54876567675776
407215,1996,172.54151274550674,144.26413513967594
407215,1997,76.27377473972219,42.04793293439558
407215,1998,69.73358278653937,33.12160040908283
407215,1999,107.37329175469543,67.8605047277666
407215,2000,141.84999495853276,101.24182799909906
407215,2001,58.701483535021445,20.936900969321655
407215,2002,20.251303878832356,3.531275221260191
407215,2003,71.63421473198738,28.559418065912947
407215,2004,70.24120478633766,26.248431181633332
407215,2005,76.88180652583425,30.468739341392563
407215,2006,11.59170100811532,1.4148449808104142
407215,2007,59.368668351888175,15.275706659086794
407215,2009,70.25581619583147,29.149559275693765
407215,2010,211.60881304272291,158.2227414732109
407215,2011,155.6152547923784,99.04525655315346
407215,2012,90.90659918173048,33.661276418252115
407215,2013,89.99422449032508,31.090498742235553
407215,2014,47.059089286443175,5.872546766305691
407217,1959,22.832887454433106,22.832887454433106
407217,1960,252.05223645384322,252.0522364538432
407217,1961,82.38620326106359,82.38620326106359
407217,1962,104.80521378578514,104.80521378578514
407217,1963,122.66824826788387,122.66824826788388
407217,1964,203.31107196385378,203.31107196385375
407217,1965,103.674308725813,103.674308725813
407217,1966,114.25442235968173,114.25442235968173
407217,1967,5.037248237085726,5.037248237085726
407217,1968,188.63268220337744,188.63268220337744
407217,1969,78.31714432031147,78.31714432031147
407217,1970,139.95400657177177,139.95400657177177
407217,1971,206.8469732935699,206.8469732935699
407217,1972,54.653579098023584,54.653579098023584
407217,1973,304.14791450980834,304.14791450980834
407217,1974,266.2853030454189,266.2853030454189
407217,1975,227.62662631315482,227.6266263131548
407217,1976,47.14339838504435,47.14339838504435
407217,1977,55.37421341476091,55.37421341476091
407217,1978,117.53781729629735,117.53781729629736
407217,1979,132.42255195462562,132.42255195462562
407217,1980,116.85512135949614,116.85512135949614
407217,1981,183.49986526201164,183.49986526201164
407217,1982,2.1511970372205345,2.1511970372205345
407217,1983,159.09807975656983,158.05777168953242
407217,1984,82.36208226992422,80.14852903313724
407217,1985,100.2630680395838,96.86612452775196
407217,1986,140.3352318457425,135.89484180539932
407217,1987,146.10443641292,140.42267340127617
407217,1988,186.68738110731883,179.28626132863653
407217,1989,194.6503449315249,185.99579562570767
407217,1990,133.32739105820775,123.7030410887392
407217,1991,139.86950956395273,129.2751787271402
407217,1992,240.77364514780666,229.4477624539305
407217,1993,243.9272376334983,232.05620718104151
407217,1994,15.433309271450367,11.38295946385266
407217,1995,159.49634572272848,144.98367785670877
407217,1996,237.34072546329116,221.43787545152568
407217,1997,62.70572192604858,48.07449993779263
407217,1998,50.656065418986344,36.02984331699988
407217,1999,95.33445116767156,75.69431467444397
407217,2000,152.19873542835245,130.9446238766132
407217,2001,37.917686811352915,23.90717427956796
407217,2002,11.116408258364851,6.279502312405311
407217,2003,58.71239200120128,37.66715695658147
407217,2004,66.80780956191677,43.307393082271155
407217,2005,52.33507218340913,30.638736720571085
407217,2006,4.326072232361117,2.0718312220612907
407217,2007,39.69716672019877,20.404121156448955
407217,2009,63.61456985225636,39.532355284468885
407217,2010,237.71307678542277,202.15604002784465
407217,2013,114.27854425209846,80.51779854939205
407217,2014,49.55417958602496,21.600662906925205
407217,2015,8.296584674369402,2.8361510260682428
407217,2016,242.13630328626644,194.74477270277364
407217,2017,109.94806555827269,62.494089314553186
407217,2018,51.079113949895536,18.437784389844506
407217,2019,94.42266246413908,45.7888158185079
407220,1974,125.35194585547428,123.60596619643051
407220,1975,104.79219710915898,101.9525477902328
407220,1976,40.546098096920716,36.65931825859499
407220,1977,44.113231340406045,38.12055566455748
407220,1978,111.82559987396444,104.00626316748838
407220,1979,89.18413106031291,79.70102029678172
407220,1980,75.86384297365971,64.14685375590057
407220,1981,110.26441778203882,96.96509799253482
407220,1982,0.8772900534653407,0.01499184001559991
407220,1983,127.73599684295685,110.9113376178744
407220,1984,78.37889136706568,59.55304936007067
407220,1985,65.34716755285748,44.79937757080717
407220,1986,94.56115844497772,72.54738572726151
407220,1987,87.57459653858926,63.58291060619207
407220,1988,103.79775805296866,77.03699362001805
407220,1989,105.58770792449435,77.07009116556239
407220,1990,54.70801339167323,24.73605339164435
407220,1991,89.06904071137588,57.64272804850133
407220,1992,138.6144507594725,106.2108162728731
407220,1993,139.308805523331,106.125640534475
407220,1994,25.515339788265482,0.1276031420047209
407220,1995,87.72656953184165,50.16872590346004
407220,1996,113.08501088699596,73.4678105586188
407220,1997,49.277890662651025,8.37158689583354
407220,1998,82.74437669659225,38.35691508844278
407220,1999,110.71057101203856,64.34519618651441
407220,2000,84.56089360778098,36.83424910541814
407220,2001,55.625987513929196,6.153402989299558
407220,2002,23.18373542575462,6.631080088188962e-4
407220,2003,55.77159375036747,2.1192837214184133
407220,2004,55.663825822393044,1.2332785250397678
407220,2005,66.67956280031865,7.080037074178974
407220,2006,2.4177918223797272,1.0445685656648089e-7
407220,2007,74.13735489078816,9.778518781175904
407220,2008,31.779071943871646,1.3494513165455038e-4
407220,2009,62.914283277333674,0.384512662761041
407220,2010,168.89745065473267,97.44748235360704
407221,1959,32.841038509424074,32.84103850942407
407221,1960,331.5337381750653,331.5337381750653
407221,1961,104.36863881120495,104.36863881120492
407221,1962,123.01556749863595,123.01556749863592
407221,1963,153.98017495020986,153.98017495020983
407221,1964,239.4923085054741,239.49230850547409
407221,1965,110.93523796340584,110.93523796340584
407221,1966,133.33670730145062,133.33670730145064
407221,1967,6.76544632943906,6.765446329439054
407221,1968,214.17548789771624,214.17548789771624
407221,1969,85.76896508485756,85.76896508485754
407221,1970,143.6125660232743,143.6125660232743
407221,1971,253.34661429733913,253.34661429733907
407221,1972,56.90170795159458,56.901707951594574
407221,1973,348.6360105308314,348.6360105308314
407221,1974,298.6393453065272,298.6393453065272
407221,1975,261.38051904246925,261.38051904246925
407221,1976,57.10123585808369,57.10123585808369
407221,1977,73.93942794433454,73.93942794433453
407221,1978,131.14717522005037,131.14717522005037
407221,1979,135.88026643750865,135.88026643750865
407221,1980,131.01869338220592,131.01869338220592
407221,1981,195.01038904466668,195.0103890446667
407221,1982,4.486816867555298,4.486816867555295
407221,1983,168.63370570951486,168.6337057095148
407221,1984,79.65230233425808,79.65230233425808
407221,1985,98.1937961090734,98.1937961090734
407221,1986,155.33376324545213,155.33376324545213
407221,1987,161.74983972813683,161.74983972813683
407221,1988,194.87812406621075,194.87812406621077
407221,1989,220.69940970343498,220.69940970343495
407221,1990,149.90925231858085,149.90925231858083
407221,1991,157.6161338832851,157.6161338832851
407221,1992,282.9455168105332,282.9455168105332
407221,1993,294.06168440175196,294.0616844017519
407221,1994,22.95091795593873,22.950917955938724
407221,1995,177.02712175279572,175.08774201700083
407221,1996,281.9251295472943,277.3684754962532
407221,1997,61.14257192147337,58.080875113964325
407221,1998,53.498992038889945,48.81279608593876
407221,1999,105.26282459934443,95.98630466462215
407221,2000,162.26631940426702,150.1336731762717
407221,2001,48.926006888131795,41.58476946208882
407221,2002,15.009119436402269,12.57680470885839
407221,2003,50.840640655731235,41.23817378402234
407221,2004,69.2294920546024,55.99940320413804
407221,2005,52.12669075110346,39.1529252864951
407221,2006,5.4519461538634655,4.27603684370874
407221,2007,31.80394002508748,22.730372975877252
407221,2008,13.910507551840643,9.966341448174976
407221,2009,46.01050285408827,31.72477081241081
407221,2010,286.8089904985887,243.1383768424611
407221,2011,162.58318915382878,122.08971947327456
407221,2012,115.77683776600273,81.38356549899875
407221,2013,111.45242843344917,77.12767266695289
407221,2014,47.69337261139683,29.087776299183822
407221,2017,82.90725345530167,53.23290638032948
407221,2018,47.76619548125264,25.44067185732541
407221,2019,127.2668847924977,81.41965359900551
407230,1974,118.54626856023881,118.5462685602388
407230,1975,114.19852469284552,114.19852469284552
407230,1976,15.51385978220601,15.51385978220601
407230,1977,40.86602937291063,40.86602937291063
407230,1978,73.6257278987425,73.6257278987425
407230,1979,70.97969511150963,70.97969511150963
407230,1980,65.39157715216074,65.39157715216074
407230,1981,95.08970715578393,95.08970715578393
407230,1982,1.210113667095373e-7,1.210113667095373e-7
407230,1983,111.60933151995971,111.60933151995972
407230,1984,40.115900893167144,40.115900893167144
407230,1985,46.61299531583292,46.61299531583292
407230,1986,79.94117891265567,79.94117891265567
407230,1987,78.14337181447787,78.14337181447787
407230,1988,98.27132404157148,98.27132404157148
407230,1989,100.92433996614506,100.92433996614506
407230,1990,63.150289029600756,63.15028902960075
407230,1991,78.39131692013761,78.39131692013761
407230,1992,131.87299265983197,131.87299265983197
407230,1993,130.5685166173352,130.5685166173352
407230,1994,0.10397488286530718,0.10397488286530718
407230,1995,101.93223337250957,101.93223337250956
407230,1996,129.36766032339165,129.36766032339165
407230,1997,25.015993171314346,25.015993171314346
407230,1998,38.17153678909439,38.17153678909439
407230,1999,78.9151325475568,78.9151325475568
407230,2000,85.2328425187655,85.2328425187655
407230,2001,19.75439165220997,19.75439165220997
407230,2002,1.8173716770334824e-4,1.8173716770334984e-4
407230,2003,19.969174320617384,19.969174320617412
407230,2004,19.044782751109086,19.04478275110911
407230,2005,16.20135347142837,16.201353471428398
407230,2006,7.383752459430339e-8,7.38375245943042e-8
407230,2007,8.116082989043681,8.11608298904371
407230,2008,0.0022810814144323356,0.00228108141443235
407230,2009,16.484429439317932,16.48442943931796
407230,2010,167.44103883184292,167.44103883184292
407230,2011,79.96384624010382,79.96384624010382
407230,2012,49.13541974915903,49.13541974915903
407230,2013,54.29668412521138,54.29668412521136
407230,2014,25.19964439242383,25.19964439242383
407230,2015,0.07497033478434115,0.07497033478434115
407230,2016,141.79708709327045,141.79708709205167
407230,2017,41.83603227610146,31.64523699055301
407230,2018,21.62965802102528,3.2527826276567966
407230,2019,60.29981354365147,28.90349105219981
407230,2020,69.76632261740858,27.26853803896275
407230,2021,77.81511834926576,25.77701480956079
407246,1974,108.5255094683814,108.5255094683814
407246,1975,85.35822763163699,85.358227631637
407246,1976,12.996937527359421,12.99693752735942
407246,1977,10.62863996302763,10.628639963027632
407246,1978,79.88339763633843,79.88339763633843
407246,1979,75.06245498871795,75.06245498871795
407246,1980,50.70923137366185,50.70923137366184
407246,1981,89.05369261491593,89.05369261491592
407246,1982,4.213433699856608e-14,2.93168788078081e-14
407246,1983,97.90855022364559,95.28547669535118
407246,1984,47.5957144797632,44.332182521391594
407246,1985,50.092758890713384,45.65612065365763
407246,1986,69.46145579207855,63.63708317029174
407246,1987,70.12087204230917,62.905497194043754
407246,1988,93.2247013177584,83.1093170387947
407246,1989,94.95342334200376,83.52875977250415
407246,1990,50.976729733411275,41.207977991120835
407246,1991,57.378189466761526,46.566579878956446
407246,1992,103.02323116406866,87.21960735486098
407246,1993,94.10477592851855,77.76401445053408
407246,1994,1.3645826566777422e-6,2.2898855454276959e-10
407246,1995,69.65056440265556,53.96464674010559
407246,1996,92.11478503953506,71.7624044790492
407246,1997,41.26515180936121,26.59441843042723
407246,1998,40.883243060347425,23.17216703576038
407246,1999,51.92994115347542,30.275510021685218
407246,2000,70.28045675199803,45.05525021086098
407246,2001,17.624011998171106,0.1614040203992423
407246,2002,8.345648731971038e-7,3.273185400159202e-13
407246,2003,48.87912954629449,23.676939085357308
407246,2004,27.42026992082061,4.371429797022048
407246,2005,42.00118619038964,13.210293335703948
407246,2006,2.073549731068583,1.2376436939523017e-8
407246,2007,34.60254670062951,5.891563530347197
407246,2008,13.559737362803642,3.4012334608011098e-6
407246,2009,35.90503021207207,6.316344925101639
407246,2010,153.84709058231167,90.7838043730313
407246,2011,99.25208385790502,44.70756728760425
407246,2012,36.17280832378454,0.07331232029406265
407246,2013,45.11165779350831,7.596479249624181
407246,2014,34.46260279679973,0.3529587904777087
407246,2015,4.19242374981763,3.217817240938499e-12
407246,2017,48.884132676651284,6.492468413211887
407246,2018,20.599105798455216,6.05830874445186e-9
407246,2019,26.61452172675407,1.976221589175962e-5
407253,1974,124.42129654414164,111.78197769128776
407253,1975,101.61802467791496,84.92591951088801
407253,1976,35.52668605620811,19.27204516776167
407253,1977,19.519351933732995,7.918832238828024
407253,1978,75.31877533573522,55.64775218276017
407253,1979,80.6192952714462,60.37399714306271
407253,1980,62.849323108339355,42.0820762584835
407253,1981,83.34558065399996,61.9048253688782
407253,1982,6.532426284000763,1.963094306312213
407253,1983,77.02987890791785,54.532017490750434
407253,1984,55.30949438629816,32.6121095568059
407253,1985,53.86393718687336,30.719272279369346
407253,1986,72.74614214389365,48.6376331597616
407253,1987,64.86085883129606,40.29363046536289
407253,1988,90.96896025257742,65.44972642594107
407253,1989,84.1190361733499,58.00122900276784
407253,1990,52.362606074638556,26.618615989727925
407253,1991,58.02608891240467,31.438941112069763
407253,1992,103.0116379648552,75.55273851974086
407253,1993,100.60545583276122,72.87279005834398
407253,1994,18.418308209243822,4.480036354929902
407253,1995,63.814030756558324,35.23291426284046
407253,1996,86.28695832526768,56.745905116787696
407253,1997,50.87871017290785,22.32539159804082
407253,1998,52.6846771640912,23.114779469130752
407253,1999,54.99284965510905,24.523139980233776
407253,2000,70.80159694826352,38.88534744597529
407253,2004,42.9282812392775,20.182106736452397
407253,2005,47.08340023322065,17.234088173412133
407253,2006,18.423551316007156,3.00324585771814
407253,2007,34.72521347228791,7.554637055417709
407253,2008,25.367129337692713,4.191560826439222
407253,2009,31.87422579354561,5.919374177491904
407253,2010,144.655447716963,105.29425934866916
407253,2011,124.13326439336969,84.08008289689933
407253,2013,51.00432541324194,22.99147246651852
407253,2014,54.92772320502503,18.53246582442135
407253,2015,24.928180582575155,3.2064406844739706
407253,2016,87.07680941872572,43.151356758510495
407253,2017,73.28787408159896,28.79463967466669
407253,2018,32.335189755757696,4.034046686848295
407253,2019,24.016254074448153,2.312678471737595
407253,2020,74.8853650697324,27.70966979301129
407253,2021,67.56653110566042,20.61409952909211
408200,1965,23.06040865702517,23.06040865702519
408200,1966,24.262058718662967,24.262058718662978
408200,1971,47.707902397681,47.70790239768102
408200,1972,15.035876210116,15.035876210116015
408200,1973,122.63562529124306,122.63562529124306
408200,1974,105.38096992529378,105.38096992529378
408200,1975,69.1363652323024,69.13636523230242
408200,1976,0.003990835104367188,0.00399083510436723
408200,1977,8.171663219110216e-4,8.171663219110281e-4
408200,1978,45.848993444672104,45.84899344467212
408200,1979,50.616298783298085,50.6162987832981
408200,1980,38.63521408851696,38.635214088516975
408200,1981,58.46107573037011,58.46107573037013
408200,1982,1.423095821389098e-12,1.4230958213891136e-12
408200,1983,63.8134669609967,63.81346696099672
408200,1984,35.70634339066284,35.70634339066285
408200,1985,20.14913016157908,20.14913016157909
408200,1986,42.76649809852281,42.766498098522824
408200,1987,42.292255094427105,42.29225509442712
408200,1988,70.57758244506303,70.57758244506303
408200,1989,78.72323652343503,78.72323652343506
408200,1990,26.05428423592798,26.05428423592799
408200,1991,44.36742732870753,44.36742732870754
408200,1992,92.08386728499737,92.08386728499738
408200,1993,75.52723498891892,75.52723498891893
408200,1994,0.00035073230702654603,3.507323070265497e-4
408200,1995,44.823611750570294,44.82361175057031
408200,1996,66.58802999657377,66.58802999657378
408200,1997,19.939516237829707,19.939516237829725
408200,1998,24.505975808170103,24.505975808170117
408200,1999,44.297831867034645,44.29783186703465
408200,2000,30.588398316891354,30.588398316891368
408200,2001,5.115783665805227,5.115783665805242
408200,2002,1.6293057935242217e-9,1.629305793524239e-9
408200,2003,6.484471009923811,6.484471009923823
408200,2004,3.6921195604422987,3.692119560442314
408200,2005,15.034886769043126,15.034886769043142
408200,2006,1.1022903995207903e-7,1.1022903995207981e-7
408200,2007,4.996567363186291,4.996567363186301
408200,2008,4.338298274914401e-5,4.33829827491444e-5
408200,2009,13.515087569722835,13.515087569722848
408200,2010,93.10575092827123,93.10575092827123
408200,2011,66.05985901935972,66.05985901935973
408200,2012,11.083366510920508,11.083366510920523
408200,2013,9.346984092022183,9.346984092022195
408200,2014,4.0198684796893626e-5,4.0198684796893985e-5
408200,2015,3.890768083783036e-8,3.8907680837830646e-8
408200,2016,60.669245596154234,60.66924559615424
408200,2017,22.496034232479072,22.496034232479087
408200,2018,3.290472519116692e-4,3.2904725191167214e-4
408200,2019,0.12734019071217506,0.1273401907121761
408200,2020,15.597884991551071,0.8427123752485448
408200,2021,48.143013413530724,10.457117897003402
408202,1967,4.060260781693224,4.060260781693224
408202,1968,82.95491213733855,82.95491213733855
408202,1969,54.414751534171266,54.414751534171266
408202,1970,59.960326821331286,59.960326821331286
408202,1971,84.70361278419122,84.70361278419122
408202,1972,50.204522405884646,50.204522405884646
408202,1973,140.94115723997584,140.94115723997584
408202,1974,143.62318397558496,143.62318397558496
408202,1975,86.45418841892987,86.45418841892987
408202,1976,16.381312978490477,16.381312978490477
408202,1977,30.418284082395477,30.41828408239548
408202,1978,91.82508669551167,91.82508669551169
408202,1979,89.19575823743797,89.19575823743797
408202,1980,87.30720524842847,87.30720524842847
408202,1981,124.64910603552212,124.64910603552212
408202,1982,1.7526724789495258,1.7526724787421872
408202,1983,117.59761473569287,116.61675336761982
408202,1984,72.83041462786612,70.58600872628637
408202,1985,51.26389744255796,47.83972871253667
408202,1986,89.03124281000777,84.53931876408866
408202,1987,68.63736828132954,62.87895469645225
408202,1988,105.33500461362061,97.84527937878806
408202,1989,138.1297620572301,129.3056231152687
408202,1990,62.42814888757944,52.54502751106674
408202,1991,92.79971489733312,81.88237766698056
408202,1992,136.2529333313681,124.57888739020392
408202,1993,119.10179686330753,106.83837679597283
408202,1994,22.609960515625463,12.321070165101563
408202,1995,83.55820137100147,68.63139202654948
408202,1996,120.75664907102984,104.401565997106
408202,1997,60.062947352479945,42.754685886404225
408202,1998,48.20056182330756,29.250014851411297
408202,1999,53.88625576576512,33.248955494724704
408202,2000,88.74360119743457,66.74792601374553
408202,2001,47.73577875145352,25.272647897159167
408202,2002,6.4348703142420005,1.4840402660434255
408202,2003,31.56857691308349,10.24390930621636
408202,2004,46.060696919039444,19.487337326403026
408202,2005,38.16424876707604,12.351486577980252
408202,2006,7.387799590223483,1.1411418812675316
408202,2007,36.081513425589804,9.28742872548318
408202,2008,5.47531400713562,0.6945432651758194
408202,2009,43.37737505797123,11.805996680695127
408202,2010,129.95712865725415,92.0511755653793
408202,2012,44.337824027432234,16.00133826119375
408202,2013,45.651674635797804,10.589302850662015
408202,2014,36.8893852397767,5.2247061794622605
408202,2018,13.601252633860716,1.4106104496547085
408202,2019,57.991463738122874,11.40249420932832
408202,2020,65.67498501370133,13.352272740867292
408202,2021,77.20184353703708,20.20467186088199
408206,1988,88.54263937445252,82.63367641588349
408206,1989,96.73040401997615,89.59382897729266
408206,1990,35.016949263429396,29.43059176617196
408206,1991,72.53950538791761,64.67632055498649
408206,1992,118.87316179393403,107.38650487065752
408206,1993,99.72268112518046,88.46569122489474
408206,1994,1.7940335966317662,0.00684355973992417
408206,1995,73.94865219041822,62.53981378385253
408206,1996,91.35466889268204,77.4258001540345
408206,1997,33.272423673540096,23.245297925322696
408206,1998,51.93129522242418,37.81105030370896
408206,1999,70.91022063664468,53.31383682559565
408206,2000,57.47969025185501,41.87466216042818
408206,2001,32.26081987181747,17.59544142386295
408206,2002,1.288460676307727e-4,1.0863016135707367e-9
408206,2003,34.785430097333425,17.2217982393967
408206,2004,29.748154612628603,11.822569587070353
408206,2005,34.877484040808696,14.387480702627904
408206,2006,9.304021663066682e-6,3.205994933115852e-11
408206,2007,40.49471834876,16.75678545384442
