gauge,CO2_model,non_CO2_model,evidence_ratio,lat,lon,state,status,parent_catchment,river_di,binned_evidence_ratio,impact_of_CO2_term
235202,752.6214733037084,749.6801942644227,-4.352017451943327,-38.564,143.66,VIC,sub_catchment,235224,0.266967,Weak,No CO2 Term
227231,494.089931108257,491.1548317963776,-4.338591064718391,-38.467,145.51,VIC,main_catchment,227231,0.358404,Weak,No CO2 Term
403232,553.5812241603448,550.6706355729341,-4.285744547671998,-36.751111,146.979722,VIC,sub_catchment,403209A,0.079015,Weak,No CO2 Term
143009A,609.3427421212531,606.4372400265808,-4.274858691985795,-26.996389,152.408611,QLD,main_catchment,143009A,0.209326,Weak,No CO2 Term
225213,648.0457105762457,645.1533356417671,-4.246892195130363,-37.854,146.43,VIC,no_nested,NA,0.125007,Weak,No CO2 Term
225020A,415.1407478760444,412.26226308205855,-4.2174994161079304,-37.833333,146.354167,VIC,no_nested,NA,0.124996,Weak,No CO2 Term
111007A,689.4079817420162,686.5324967961219,-4.211178229155988,-17.13,145.76,QLD,main_catchment,111007A,0.047731,Weak,No CO2 Term
105105A,689.4034549302778,686.5397773029297,-4.186390110052792,-15.771111,145.014167,QLD,sub_catchment,105101A,0.092598,Weak,No CO2 Term
231231,306.1966324137123,303.33983544206365,-4.172012301935259,-37.72796,144.57898,VIC,no_nested,NA,0.219601,Weak,No CO2 Term
420017,349.7836666692236,346.932102486527,-4.161110939345743,-31.4197,149.3103,NSW,main_catchment,420017,0.196286,Weak,No CO2 Term
136202D,616.2951446306441,613.4472191164159,-4.153547370178041,-26.301111,152.044444,QLD,no_nested,NA,0.27052,Weak,No CO2 Term
612001,418.9387341254518,416.0913790530241,-4.152362860589234,-33.3303,116.2632,WA,main_catchment,612001,0.085516,Weak,No CO2 Term
401012,554.9257423302782,552.0885240883382,-4.131370206053626,-36.318333,148.051944,NSW,no_nested,NA,0.01841,Weak,No CO2 Term
925001A,691.3869745696979,688.5602950595128,-4.109657760511955,-12.454444,142.637778,QLD,no_nested,NA,0.023478,Weak,No CO2 Term
410061,704.6034737348963,701.7805649459896,-4.101916873004895,-35.332222,148.069167,NSW,no_nested,NA,0.21061,Weak,No CO2 Term
410047,464.8361564774001,462.0247380564576,-4.078418172703857,-35.1639,147.6543,NSW,no_nested,NA,0.356722,Weak,No CO2 Term
203030,475.819932312089,473.0251775947112,-4.044578566037233,-29.1116,152.9984,NSW,no_nested,NA,0.324829,Weak,No CO2 Term
705001,369.661513994413,366.87187928457416,-4.034237671673925,-23.8163,114.0103,WA,no_nested,NA,0.117522,Weak,No CO2 Term
405264,516.2624039988101,513.4775887041574,-4.024528041907031,-37.520556,146.076667,VIC,sub_catchment,405227,0.127733,Weak,No CO2 Term
225223,511.3523845123861,508.58659077264537,-3.9864330947729623,-37.74346413,146.9922931,VIC,sub_catchment,225201,0.106667,Weak,No CO2 Term
204906,552.8615689434781,550.1086975830876,-3.960759026251499,-30.07,152.98,NSW,sub_catchment,204041,0.208177,Weak,No CO2 Term
225218,616.2804442006528,613.5365552932384,-3.9430102471279462,-37.812,147.09,VIC,sub_catchment,225201,0.121229,Weak,No CO2 Term
420003,352.1289866900086,349.4015274555303,-3.9107517433322396,-31.3861,149.2011,NSW,sub_catchment,420017,0.089408,Weak,No CO2 Term
410062,680.2229611658609,677.5200792897425,-3.862987848469837,-36.1793,149.3485,NSW,sub_catchment,410761,0.097031,Weak,No CO2 Term
609002,531.511380976308,528.8096640764594,-3.860738359097059,-34.2761,115.3022,WA,no_nested,NA,0.077673,Weak,No CO2 Term
204037,587.4372457941016,584.7429263533488,-3.846484908131243,-30.0938,152.6282,NSW,sub_catchment,204007,0.117857,Weak,No CO2 Term
143107A,532.8468551848231,530.1586897177398,-3.8346675150141825,-27.6,152.69,QLD,main_catchment,143107A,0.241306,Weak,No CO2 Term
G0010005,334.60076211619287,331.9216126462105,-3.8174197450850076,-20.045278,137.020833,NT,no_nested,NA,0.093899,Weak,No CO2 Term
233223,418.34659859971725,415.6717001970638,-3.8093143081466945,-37.928637,143.8663116,VIC,no_nested,NA,0.219409,Weak,No CO2 Term
415245,306.1155221633101,303.44277044980123,-3.805227794820674,-37.165,143.09,VIC,sub_catchment,415201,0.19282,Weak,No CO2 Term
226407,511.6135172213303,508.9470782391066,-3.793236039684655,-38.4075,146.304722,VIC,no_nested,NA,0.157274,Weak,No CO2 Term
222004,664.6974563988799,662.044609844557,-3.7675437998643218,-36.9969,149.0925,NSW,no_nested,NA,0.130683,Weak,No CO2 Term
A5090503,236.68311180420932,234.031612470847,-3.7650067974474695,-32.09,138.29,SA,no_nested,NA,0.178194,Weak,No CO2 Term
143303A,782.0386173416429,779.3897760656491,-3.7600063190427457,-26.838889000000002,152.840556,QLD,no_nested,NA,0.20973,Weak,No CO2 Term
208003,665.4159725603993,662.7893066565917,-3.718546818970886,-31.8981,152.0956,NSW,sub_catchment,208004,0.11568,Weak,No CO2 Term
204025,550.3717045773597,547.7573108067645,-3.6957994291334098,-30.2544,153.0323,NSW,sub_catchment,204041,0.284485,Weak,No CO2 Term
219022,569.0561631383312,566.4437197895005,-3.6921970021600194,-36.7319,149.6842,NSW,main_catchment,219022,0.081527,Weak,No CO2 Term
410730,665.9554107830038,663.342970931048,-3.692190546590342,-35.591944,148.822222,ACT,no_nested,NA,0.001362,Weak,No CO2 Term
210031,505.9253397356974,503.33422472835935,-3.6530319852815256,-32.35,150.57,NSW,main_catchment,210031,0.123227,Weak,No CO2 Term
612014,330.7318366115513,328.1513340609887,-3.633699499911828,-33.2776,116.2756,WA,sub_catchment,612001,0.08846,Weak,No CO2 Term
132001A,687.4747191863978,684.9122820049392,-3.601025228919596,-23.99,151.1,QLD,no_nested,NA,0.158752,Weak,No CO2 Term
419035,380.4171645407172,377.8608589616516,-3.5900021074476354,-31.2726,150.9147,NSW,no_nested,NA,0.182393,Weak,No CO2 Term
422321B,565.5456462714741,562.9900016788139,-3.5888158321922607,-28.353889,152.333056,QLD,sub_catchment,422394A,0.170978,Weak,No CO2 Term
130410A,511.7457927903165,509.1910430501751,-3.5872104609182056,-22.1742,148.3811,QLD,no_nested,NA,0.364764,Weak,No CO2 Term
G0060005,334.967756024019,332.4681189489554,-3.489709648676572,-23.533611,134.380556,NT,no_nested,NA,0.077231,Weak,No CO2 Term
219003,750.7659439899987,748.2708316576035,-3.4818235536041318,-36.6674,149.6469,NSW,main_catchment,219003,0.185358,Weak,No CO2 Term
124002A,629.3961360790195,626.9394923070944,-3.4154931374913127,-20.9075,148.7586,QLD,no_nested,NA,0.053567,Weak,No CO2 Term
804001,420.35051438744847,417.9183239725913,-3.3739872574545178,-17.008889,125.4275,WA,no_nested,NA,0.05501,Weak,No CO2 Term
136006A,656.6426071565342,654.2109918510547,-3.3730171910787097,-25.2731,151.5173,QLD,no_nested,NA,0.416013,Weak,No CO2 Term
222202,676.6726711438982,674.2445418722293,-3.3671430859123914,-37.512,148.55,VIC,no_nested,NA,0.104637,Weak,No CO2 Term
208015,626.6437604452002,624.2261497708389,-3.3494807612456,-31.7889,152.5128,NSW,no_nested,NA,0.096639,Weak,No CO2 Term
419016,488.5854021179928,486.23756537780434,-3.2346423650973968,-31.0614,151.1254,NSW,main_catchment,419016,0.141036,Weak,No CO2 Term
308145,682.4371075418532,680.104921339766,-3.209429196880583,-42.241667,145.767222,TAS,main_catchment,308145,0.004036,Weak,No CO2 Term
225224,541.0966975639072,538.7818577776629,-3.1817135158205194,-37.80184085,146.8849073,VIC,sub_catchment,225201,0.14658,Weak,No CO2 Term
614037,301.963383610899,299.6564454505554,-3.1691679597491116,-32.5113,116.1902,WA,no_nested,NA,0.06822,Weak,No CO2 Term
204041,535.3352091420151,533.0328424995369,-3.161932278437879,-29.7242,152.8092,NSW,main_catchment,204041,0.161449,Weak,No CO2 Term
219001,776.7547298377242,774.4582564576955,-3.152628943535718,-36.593889,149.4425,NSW,sub_catchment,219003,0.095433,Weak,No CO2 Term
410761,426.6173639038382,424.3307244650532,-3.137165607178283,-35.54,149.101944,ACT,main_catchment,410761,0.227066,Weak,No CO2 Term
207014,430.0183191694399,427.7316849715032,-3.137157386484474,-31.3326,152.7404,NSW,no_nested,NA,0.087755,Weak,No CO2 Term
421018,383.4552546025516,381.1740103517884,-3.128714212366168,-32.6808,148.9478,NSW,main_catchment,421018,0.241317,Weak,No CO2 Term
232215,393.1394012652935,390.87153291265497,-3.1078593469562015,-37.6337175,144.0807662,VIC,no_nested,NA,0.178829,Weak,No CO2 Term
207013,526.7617216964723,524.516030331385,-3.073588226633052,-31.481,152.4478,NSW,sub_catchment,207004,0.098795,Weak,No CO2 Term
003303A,434.3970736227515,432.15768617944167,-3.0639156485565566,-24.43,145.46,QLD,sub_catchment,A0030501,0.618367,Weak,No CO2 Term
314212,608.7537443758313,606.5564199941281,-3.0001497102858705,-41.06,145.8367,TAS,no_nested,NA,0.209657,Weak,No CO2 Term
926002A,633.5319712129767,631.3401603385228,-2.991890426333778,-11.831667,142.42,QLD,no_nested,NA,0.009575,Weak,No CO2 Term
143007A,499.8630542676588,497.6880168386208,-2.9669031978942053,-26.8061,152.2711,QLD,sub_catchment,143009A,0.169499,Weak,No CO2 Term
410731,539.4014799402554,537.2368188165487,-2.9515503121544646,-35.575,149.066111,ACT,no_nested,NA,0.056212,Weak,No CO2 Term
809322,514.0775902870128,511.9156535315459,-2.947532494315266,-16.6475,128.0925,WA,no_nested,NA,0.036486,Weak,No CO2 Term
211014,499.466003678576,497.3377121933687,-2.898361979052417,-33.2198,151.2734,NSW,sub_catchment,211009,0.095787,Weak,No CO2 Term
145107A,588.1569882722509,586.0839520121011,-2.819383178720974,-27.996667,153.158333,QLD,sub_catchment,145102B,0.080519,Weak,No CO2 Term
410024,693.2972431655002,691.2695461825182,-2.756187795661845,-35.1672,148.6855,NSW,main_catchment,410024,0.048587,Weak,No CO2 Term
704139,481.2967852647161,479.3108313664071,-2.6992580775430386,-24.8276,113.7691,WA,main_catchment,704139,0.096191,Weak,No CO2 Term
227237,450.5050018785328,448.5287498359183,-2.6861958788738796,-38.63,146.31,VIC,no_nested,NA,0.156544,Weak,No CO2 Term
607013,394.657379450141,392.68262089009744,-2.6841907342655014,-34.4275,116.016,WA,sub_catchment,607220,0.309425,Weak,No CO2 Term
225209,574.7196864859354,572.7466227894132,-2.6819170293265717,-37.62961037,146.6233123,VIC,sub_catchment,225221,0.046948,Weak,No CO2 Term
802055,445.4800967170191,443.5241364653255,-2.659079807322558,-18.2963,125.5263,WA,no_nested,NA,0.047622,Weak,No CO2 Term
221209,579.2715193407104,577.3264662140962,-2.644617819815198,-37.356,149.21,VIC,no_nested,NA,0.069539,Weak,No CO2 Term
410705,624.7091353429994,622.7967824176219,-2.601729620969906,-35.335556,149.316111,NSW,no_nested,NA,0.185333,Weak,No CO2 Term
143110A,550.4990263783798,548.5883370347774,-2.5995664257670397,-27.8275,152.510833,QLD,sub_catchment,143107A,0.228456,Weak,No CO2 Term
135004A,673.9924255976559,672.1192661124081,-2.551240579480815,-24.97,151.89,QLD,no_nested,NA,0.148509,Weak,No CO2 Term
422202B,576.3179944907655,574.4890873084156,-2.4954113645270573,-26.708889,150.178889,QLD,no_nested,NA,0.164403,Weak,No CO2 Term
318181,673.3734701274972,671.5478406291385,-2.4913251288484584,-41.5983,147.2033,TAS,main_catchment,318181,0.158655,Weak,No CO2 Term
416003,439.3555125438959,437.57785921990217,-2.4322740967203975,-29.029167,151.725833,NSW,no_nested,NA,0.223241,Weak,No CO2 Term
416032,472.46315034849226,470.687775898163,-2.4295042523595285,-29.017,151.5986,NSW,main_catchment,416032,0.237814,Weak,No CO2 Term
710003,375.5758237750573,373.8064931044631,-2.4221736398066294,-20.3114,119.249,WA,main_catchment,710003,0.060452,Weak,No CO2 Term
416010,442.98108959579906,441.211932740624,-2.421963143390419,-29.2642,150.8984,NSW,main_catchment,416010,0.450051,Weak,No CO2 Term
304497,709.222188920265,707.4738689197225,-2.3968610854566554,-42.030556,146.419722,TAS,no_nested,NA,0.006965,Weak,No CO2 Term
A2390519,345.93664688552394,344.2144135809229,-2.365800996406619,-37.0938,140.776,SA,no_nested,NA,0.525257,Weak,No CO2 Term
234209,394.2783037785886,392.55850446249576,-2.362923581441542,-38.33843869,143.5583248,VIC,no_nested,NA,0.292642,Weak,No CO2 Term
204056,572.4510508039762,570.7421277171368,-2.350108608379172,-29.4864,152.4456,NSW,sub_catchment,204007,0.013317,Weak,No CO2 Term
611004,364.2512704797026,362.5494073980352,-2.3418273439559965,-33.479,115.734,WA,main_catchment,611004,0.129211,Weak,No CO2 Term
227227,476.36197617868055,474.679662116208,-2.3190486368109218,-38.393333,145.957222,VIC,sub_catchment,227202,0.182923,Weak,No CO2 Term
410044,369.9110465886951,368.2314211792765,-2.315933172780838,-34.9319,148.1616,NSW,no_nested,NA,0.250717,Weak,No CO2 Term
404207,641.8640411790868,640.1864902214472,-2.3135322722889566,-36.612222,146.058611,VIC,no_nested,NA,0.395918,Weak,No CO2 Term
G9070142,325.9178158179051,324.2573447188262,-2.2938589940630383,-16.778056,135.760556,NT,no_nested,NA,0.076336,Weak,No CO2 Term
119003A,644.3330459569684,642.6859563532305,-2.2785625915899406,-19.63,147.11,QLD,no_nested,NA,0.212862,Weak,No CO2 Term
704193,407.45395188881866,405.8126054922509,-2.272028848732706,-24.9497,114.6442,WA,sub_catchment,704139,0.096354,Weak,No CO2 Term
403221,575.5215087127773,573.8809729266051,-2.2711081702213196,-36.311667,146.601111,VIC,sub_catchment,403209A,0.168857,Weak,No CO2 Term
235209,714.0623662325806,712.4495059574407,-2.2398975709567517,-38.66849499,143.5812749,VIC,sub_catchment,235219,0.163358,Weak,No CO2 Term
607007,319.86393679728087,318.2580497377399,-2.2321015253901133,-34.2503,116.679,WA,sub_catchment,607220,0.166352,Weak,No CO2 Term
612230,423.2701779902396,421.68021630780623,-2.214398571215233,-33.3814,116.5811,WA,sub_catchment,612001,0.127963,Weak,No CO2 Term
603004,328.61560059238985,327.0801601497952,-2.1548480729888686,-34.9108,117.4783,WA,main_catchment,603004,0.115125,Weak,No CO2 Term
401216,671.4022855432655,669.8697288546083,-2.1517432860795958,-36.933056,147.4725,VIC,sub_catchment,401203,0.042804,Weak,No CO2 Term
146010A,746.7142351370856,745.1890748113118,-2.1438004450777837,-28.025833,153.193056,QLD,no_nested,NA,0.14418,Weak,No CO2 Term
410038,534.7298624197366,533.2501631618748,-2.0956203701252325,-35.0192,148.2457,NSW,no_nested,NA,0.204863,Weak,No CO2 Term
210014,578.0444710250252,576.5837213968665,-2.075858522879382,-32.1531,151.0474,NSW,no_nested,NA,0.10334,Weak,No CO2 Term
120102A,697.2589226737147,695.8135512592386,-2.0599582327627277,-19.3719,146.3589,QLD,no_nested,NA,0.011184,Weak,No CO2 Term
A2390531,327.2772217582922,325.8368195046063,-2.054846453865388,-36.689167,140.661111,SA,no_nested,NA,0.196108,Weak,No CO2 Term
609010,318.369918625186,316.96046648119886,-2.0232923725589465,-32.9048,117.614,WA,no_nested,NA,0.239157,Weak,No CO2 Term
614224,424.494683189807,423.1019833572336,-2.006415739929108,-32.8656,116.3981,WA,sub_catchment,614006,0.20608,Weak,No CO2 Term
607003,372.92481761161207,371.54879566337087,-1.9897539226304037,-34.3694,116.2777,WA,sub_catchment,607220,0.096262,Weak,No CO2 Term
117002A,639.0403036030048,637.7455004910894,-1.9105698645424016,-19.2377,146.6329,QLD,no_nested,NA,0.093497,Weak,No CO2 Term
603136,555.6653785027736,554.5343097176391,-1.7603882698116542,-34.8667,117.315,WA,main_catchment,603136,0.171185,Weak,No CO2 Term
611111,600.5765101049018,599.488805733801,-1.722629987587524,-33.6284,115.9476,WA,sub_catchment,611004,0.081844,Weak,No CO2 Term
120304A,538.7936485724122,537.7504312976135,-1.6847355997537836,-21.45,147.71,QLD,no_nested,NA,0.124333,Weak,No CO2 Term
609018,321.7949020286737,320.79622744449915,-1.6476290120323411,-33.9435,115.6914,WA,no_nested,NA,0.065875,Weak,No CO2 Term
318150,534.1514066587152,533.1588450480499,-1.6426007441122905,-41.8167,147.5633,TAS,sub_catchment,318181,0.158308,Weak,No CO2 Term
610001,508.3222560874723,507.3645221117163,-1.6142444072041393,-33.9422,115.0549,WA,main_catchment,610001,0.109151,Weak,No CO2 Term
412050,443.30097572248815,442.3763787716287,-1.5877191276585039,-34.310556,149.167222,NSW,no_nested,NA,0.202804,Weak,No CO2 Term
210052,506.0638930085701,505.1456299271359,-1.5826988784359062,-32.0119,150.9965,NSW,no_nested,NA,0.149145,Weak,No CO2 Term
A4260533,322.9145061916659,322.0913079168779,-1.5092293214540449,-35.2087,139.0063,SA,no_nested,NA,0.363045,Weak,No CO2 Term
707005,293.23366186987965,292.4555160458765,-1.4756121372453384,-22.0226,115.5945,WA,no_nested,NA,0.051453,Weak,No CO2 Term
318191,445.0840349337861,444.3087754079281,-1.4734841448324216,-41.5967,148.0567,TAS,sub_catchment,318181,0.270539,Weak,No CO2 Term
402204,550.3016766322568,549.5469691010903,-1.4584201569786988,-36.303333,146.906111,VIC,main_catchment,402204,0.192153,Weak,No CO2 Term
401017,354.599728711227,353.8531067952737,-1.4525359472528496,-35.77,147.93,NSW,no_nested,NA,0.194394,Weak,No CO2 Term
236202,411.91222631737304,411.1858425138633,-1.4379117705585538,-37.694023,142.725571,VIC,sub_catchment,236209,0.468117,Weak,No CO2 Term
207004,541.1894472174079,540.4927683428498,-1.4167130533580794,-31.4241,152.4697,NSW,main_catchment,207004,0.073694,Weak,No CO2 Term
710229,475.38559179098087,474.737600318329,-1.3826414119745905,-21.0943,119.3173,WA,sub_catchment,710003,0.075618,Weak,No CO2 Term
607004,329.89890697111275,329.289560039672,-1.3561820907551105,-34.3311,116.4585,WA,sub_catchment,607220,0.097379,Weak,No CO2 Term
102101A,513.1552030098035,512.5550838902141,-1.349939207283733,-12.880278,142.983056,QLD,no_nested,NA,0.004043,Weak,No CO2 Term
422319B,590.1532578818192,589.5595504929618,-1.3456184135749558,-28.035833,152.014444,QLD,no_nested,NA,0.120026,Weak,No CO2 Term
236204,521.0509444633328,520.5837505603597,-1.263135284798216,-37.68052,143.0657,VIC,sub_catchment,236209,0.338246,Weak,No CO2 Term
226023,549.7139428904542,549.3221979336575,-1.2163717817658675,-38.19405359,146.5439326,VIC,main_catchment,226023,0.383788,Weak,No CO2 Term
412066,587.4331502661593,587.0723404452139,-1.197702227126872,-34.112778,149.5975,NSW,sub_catchment,412028,0.144062,Weak,No CO2 Term
405229,471.30223294557874,470.97169898051544,-1.1797080381091507,-36.635,144.87,VIC,no_nested,NA,0.175526,Weak,No CO2 Term
401015,438.3405131849689,438.0156052071154,-1.1763941900442059,-35.916667,146.976944,NSW,no_nested,NA,0.194137,Weak,No CO2 Term
143209B,570.0498941352809,569.7602296706846,-1.1558456404340975,-27.7314,152.3633,QLD,no_nested,NA,0.112472,Weak,No CO2 Term
236210,486.0848925566402,485.8201098700433,-1.1415549717523152,-38.24379422,142.7030202,VIC,sub_catchment,236209,0.583294,Weak,No CO2 Term
112102A,737.5777473816804,737.3748118736889,-1.1067942281251038,-17.715,145.905278,QLD,no_nested,NA,0.024178,Weak,No CO2 Term
919005A,642.8463912397143,642.6579493963741,-1.0988024683813011,-16.6788,145.2267,QLD,sub_catchment,919003A,0.068585,Weak,No CO2 Term
113004A,723.8334354226397,723.8187073357835,-1.0073912246762209,-17.739722,145.63,QLD,no_nested,NA,0.032011,Weak,No CO2 Term
117003A,618.1265905530988,618.1598250965326,1.0167561065290436,-19.185,146.5461,QLD,no_nested,NA,0.090398,Weak,Negative-Intercept
237206,428.5306024192285,428.5768843387307,1.023410789110382,-38.258,141.94,VIC,no_nested,NA,0.51895,Weak,Negative-Intercept
G8150180,572.161322451575,572.2599141886179,1.0505311238541568,-12.9696,130.7621,NT,main_catchment,G8150180,0.033658,Weak,Positive-Intercept
403213,657.0167835329896,657.1703697642967,1.0798186557053684,-36.619444,146.244722,VIC,no_nested,NA,0.061865,Weak,Negative-Intercept
405231,491.3081496290234,491.5933339533552,1.1532593629404682,-37.347,145.29,VIC,no_nested,NA,0.240708,Weak,Negative-Intercept
235203,415.66871563964366,415.98284996881506,1.1700741988106211,-38.445,142.96,VIC,main_catchment,235203,0.3092,Weak,Positive-Intercept
121001A,667.1066992298056,667.4555709925397,1.1905744019345528,-20.289444,148.116111,QLD,sub_catchment,121003A,0.151264,Weak,Positive-Slope
614196,397.5728227041036,397.9751377571749,1.2228173828382929,-32.9934,116.4278,WA,sub_catchment,614006,0.181799,Weak,Positive-Intercept
616216,338.79098155729304,339.26989730680486,1.2705601608416617,-31.9731,116.2903,WA,main_catchment,616216,0.041832,Weak,Positive-Intercept
302208,581.5802081761076,582.0923270671502,1.291829519136452,-42.1217,148.04,TAS,no_nested,NA,0.053196,Weak,Positive-Slope
235210,622.1890899826059,622.7752306059972,1.3405370425506835,-38.535,143.54,VIC,sub_catchment,235224,0.14661,Weak,Negative-Intercept
422313B,480.95848696291455,481.5610440874957,1.351585789936973,-28.228333,152.226667,QLD,no_nested,NA,0.0967,Weak,Positive-Slope
210016,351.00449851009085,351.6842311664687,1.4047598012260385,-32.42,150.32,NSW,sub_catchment,210031,0.167668,Weak,Positive-Intercept
403226,550.0725859344401,550.7725865309616,1.4190679718454553,-36.605556,146.362222,VIC,sub_catchment,403209A,0.092625,Weak,Negative-Slope
419010,434.0050069382675,434.7082386642081,1.4213624208976523,-30.9669,151.3448,NSW,sub_catchment,419005,0.178929,Weak,Positive-Intercept
223205,553.768743382034,554.5023482379224,1.443112772190432,-37.67253062,147.8698513,VIC,main_catchment,223205,0.358114,Weak,Negative-Intercept
416023,414.36055516039903,415.1332686168992,1.4716095418877042,-29.2929,151.9234,NSW,sub_catchment,416032,0.22156,Weak,Positive-Intercept
408200,467.542582353845,468.3574173985688,1.5029314821832256,-36.438056,143.298333,VIC,main_catchment,408200,0.202457,Weak,Negative-Intercept
206009,700.1558387384626,701.0975688944052,1.6013789118064883,-31.1878,151.8291,NSW,no_nested,NA,0.170662,Weak,Negative-Slope
223202,614.8080532242967,615.7555699542183,1.6060188697054643,-37.268056,147.728056,VIC,sub_catchment,223205,0.256537,Weak,Negative-Intercept
415201,491.91376115151326,492.86251084923646,1.6070092597313814,-36.909,142.64,VIC,main_catchment,415201,0.471637,Weak,Negative-Intercept
211013,479.0968175968277,480.1276111402824,1.6743026859928942,-33.3497,151.3428,NSW,no_nested,NA,0.101034,Weak,Positive-Slope
237205,465.75713181005415,466.8013902848234,1.6856129014240906,-38.15,141.77,VIC,no_nested,NA,0.640706,Weak,Negative-Intercept
418014,481.19938000422087,482.3058265769803,1.738848802275485,-30.4675,151.362778,NSW,no_nested,NA,0.241796,Weak,Positive-Slope
207015,477.1594765844222,478.2871722254623,1.7574217504910632,-31.3714,152.2442,NSW,sub_catchment,207004,0.025858,Weak,Negative-Slope
235211,491.86928149392173,493.0157718050428,1.77401467400884,-38.588,143.26,VIC,sub_catchment,235224,0.271904,Weak,Positive-Intercept
418017,372.067696944116,373.2433429043541,1.8000653685774184,-29.7992,150.5832,NSW,no_nested,NA,0.181482,Weak,Positive-Slope
809310,522.4156542178596,523.5992260982728,1.807213109539483,-17.425833,127.600556,WA,sub_catchment,809316,0.052686,Weak,Negative-Slope
617003,323.93197326210657,325.1558073064873,1.8439629305438063,-31.3194,115.627,WA,no_nested,NA,0.206553,Weak,Negative-Intercept
208009,616.82471007542415,618.0800654324817,1.8732552231274506,-31.579167,151.315278,NSW,sub_catchment,208004,0.080264,Weak,Positive-Intercept
406224,358.7231434316776,359.99459448321045,1.888391721416864,-36.546389,144.637222,VIC,no_nested,NA,0.200156,Weak,Negative-Intercept
419054,451.2251179932822,452.5105428103932,1.9016318929359657,-31.0396,151.1694,NSW,sub_catchment,419016,0.140966,Weak,Positive-Slope
422338A,434.3749594579197,435.6834283414213,1.9236692726405593,-28.0321,151.5853,QLD,no_nested,NA,0.157071,Weak,Positive-Intercept
226226,679.8095962112471,681.1489568595158,1.9536126979724615,-37.98,146.19,VIC,no_nested,NA,0.164909,Weak,Negative-Intercept
607144,486.4143544434674,487.791731758288,1.9911028026194657,-34.3486,116.3475,WA,sub_catchment,607220,0.119461,Weak,Negative-Intercept
116012A,739.1070375682851,740.5177126858149,2.0245299674271307,-18.065278,145.341944,QLD,sub_catchment,116006B,0.0625,Weak,Positive-Slope
218001,607.0483479913686,608.4917899614125,2.0579719035733244,-36.265,149.510556,NSW,sub_catchment,218008,0.043815,Weak,Negative-Slope
227226,522.0698092509283,523.5314704530347,2.076804887807617,-38.499722,146.160833,VIC,sub_catchment,227202,0.185084,Weak,Positive-Intercept
204039,345.03160675231425,346.5383460166294,2.1241455601117174,-28.468,152.1978,NSW,sub_catchment,204007,0.158097,Weak,Positive-Intercept
146012A,590.6212684830218,592.16320077974,2.1618539167407116,-28.178333,153.424167,QLD,no_nested,NA,0.365762,Weak,Negative-Slope
211009,483.6433938180361,485.2301389388761,2.210840058827593,-33.2724,151.3593,NSW,main_catchment,211009,0.112398,Weak,Positive-Slope
617002,261.514133231365,263.13184825416783,2.2453412439473666,-30.2771,115.3666,WA,no_nested,NA,0.184291,Weak,Positive-Intercept
415206,519.1822973327285,520.8227912419474,2.271060617173737,-36.95390887,142.8600891,VIC,sub_catchment,415201,0.176578,Weak,Negative-Intercept
141008A,504.4973684212204,506.1472394799554,2.281733655775201,-26.66,153.02,QLD,no_nested,NA,0.208426,Weak,Negative-Slope
607220,465.5974566406818,467.251784099035,2.286823482741314,-34.5217,115.8994,WA,main_catchment,607220,0.120918,Weak,Negative-Intercept
A5050517,337.2587235454485,339.2019656117601,2.6422241225867626,-34.463333,139.058333,SA,no_nested,NA,0.339314,Weak,Negative-Slope
407213,394.6424874673213,396.61213396381527,2.6773386183027674,-37.085,143.81,VIC,no_nested,NA,0.403727,Weak,Negative-Slope
415237,414.8714287506257,416.8577508280554,2.699755028516143,-37.026389,142.821389,VIC,sub_catchment,415201,0.189971,Weak,Negative-Intercept
419005,615.5877564776778,617.691861340387,2.863522273829579,-30.678611,150.778056,NSW,main_catchment,419005,0.188443,Weak,Positive-Slope
401215,531.710769632608,534.0663707311189,3.247224233011706,-36.86621971,147.7035132,VIC,no_nested,NA,0.145377,Weak,Negative-Intercept
219006,776.4444262637501,778.8242908017155,3.2868585775686037,-36.78,149.54,NSW,sub_catchment,219022,0.010658,Weak,Negative-Slope
418027,546.5244549187867,548.9383734315797,3.3433030532040635,-30.2081,150.4281,NSW,sub_catchment,418015,0.116422,Weak,Positive-Intercept
216009,393.85086777307856,396.33226568251155,3.4580296263876633,-35.714,150.0342,NSW,no_nested,NA,0.041392,Weak,Positive-Intercept
402213,486.443079927195,488.9525895353054,3.506978372036963,-36.316389,146.894444,VIC,sub_catchment,402204,0.150679,Weak,Negative-Intercept
415238,367.8878516245275,370.4012199593997,3.5137511391491545,-36.902,143.11,VIC,sub_catchment,415201,0.152612,Weak,Negative-Intercept
225201,491.70503295269174,494.2206550916191,3.5177130243412287,-37.9685868,147.0760061,VIC,main_catchment,225201,0.228845,Weak,Negative-Slope
612025,306.98448119887763,309.5059369254593,3.5279884463350437,-33.4557,116.4258,WA,sub_catchment,612001,0.150832,Weak,Negative-Intercept
421050,374.7126813724791,377.3125225402638,3.669005277930739,-33.03,148.95,NSW,sub_catchment,421018,0.22435,Weak,Positive-Slope
138113A,448.67648066288655,451.2787718012438,3.6735025093703033,-26.39,152.644444,QLD,no_nested,NA,0.139324,Weak,Positive-Slope
208024,401.46546022238874,404.09509598442327,3.7240726991570927,-31.56,151.34,NSW,sub_catchment,208004,0.086813,Weak,Positive-Slope
