replicate,gauge,contains_CO2,streamflow_model,parameter,parameter_value,AIC
3328,401216,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.24603036367331477,669.8697288546083
3328,401216,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-250.8708525922907,669.8697288546083
3328,401216,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.0065993405317371,669.8697288546083
3328,401216,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,57.20507172387393,669.8697288546083
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-428.8562546355106,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-515.5370422590545,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.6130896381114653,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.25710135217620955,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,20.37097034389126,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-247.68926964910997,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,127.5177303437421,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00601723130178983,671.4022855432655
3380,401216,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,56.04082587470812,671.4022855432655
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-373.8301329850549,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-408.97735915519297,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.543222632877204,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.2113552399209926,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-357.7360056624723,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.01503674327997051,539.4737374825795
3640,401217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,57.67052793162411,539.4737374825795
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_d,-377.2467575360372,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_n,-427.51893558790835,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a1,0.566183511180018,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a2,0.2319512564671975,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.00125944271620159,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a4,-305.66523558592553,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a5,82.74000001569496,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,b,0.01268090367864138,529.8714001347741
3504,401217,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,sd,50.05154139687305,529.8714001347741
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-426.33750282111606,398.0035939005847
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.45447814326260855,398.0035939005847
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.3845016765182283,398.0035939005847
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-335.98013454375814,398.0035939005847
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01160392363433524,398.0035939005847
3784,401220,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,30.14763240025132,398.0035939005847
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-417.9008790182915,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4493406992813226,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.3845716871758722,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-0.5073404934961445,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-324.83456460352295,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,105.83000099619387,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01172499536145028,401.3402143477253
3812,401220,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,29.898669918618975,401.3402143477253
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-415.6898058439783,549.5469691010903
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.48567120556483934,549.5469691010903
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.36646151947899486,549.5469691010903
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-254.5379009602416,549.5469691010903
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00970810755703461,549.5469691010903
3940,402204,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,38.561690482369286,549.5469691010903
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-414.0464290293535,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4879493282869324,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.34493961729539024,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-16.38486202033937,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-236.96823117080953,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,132.7132471393937,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00989853820706988,550.3016766322568
3872,402204,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,37.39897858113641,550.3016766322568
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-319.0810172741727,479.645652888908
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.39090762650599375,479.645652888908
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.3690950835828346,479.645652888908
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-290.8667445748446,479.645652888908
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01374047505408949,479.645652888908
4000,402206,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,49.166702097827944,479.645652888908
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-319.612986000211,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.3920434294158995,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.3653192856515642,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.06778000748914303,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-286.8943519595384,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,136.16374641654457,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.01382803946108111,483.418561009117
4056,402206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,49.039986766865425,483.418561009117
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-324.1638375376947,488.9525895353054
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.433393982797536,488.9525895353054
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.36815235945751046,488.9525895353054
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-275.2412515203141,488.9525895353054
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01761641857941743,488.9525895353054
4168,402213,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,38.66849487708088,488.9525895353054
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-326.8986616674207,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4388199194975914,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.34337661107900885,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-19.531353468584257,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-248.9224876377341,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,132.29670484965385,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01772570126315397,486.443079927195
4100,402213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,36.08131547724844,486.443079927195
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-342.268050722206,397.0481714172429
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.3975883425132324,397.0481714172429
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.34770860633910594,397.0481714172429
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-234.39703187788723,397.0481714172429
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01239788623979228,397.0481714172429
16,402217,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,33.70265078690464,397.0481714172429
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-351.6974890510098,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4017633827175937,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.3288733245228739,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-4.319813454021414,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-229.7622270115246,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,102.09000001791698,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01151924008878286,400.4458202309551
104,402217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,33.44340685854675,400.4458202309551
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-304.57241517477587,573.6308847160988
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.3687553389691795,573.6308847160988
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.21241257853033255,573.6308847160988
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-200.4136056310183,573.6308847160988
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01159927553414917,573.6308847160988
148,403200,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,28.23734042511907,573.6308847160988
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-310.1125869836717,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.37220768695765,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.21553694268785328,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,0.00732220677878459,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-200.47359154681567,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,127.73998590600476,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.01145019400607596,576.8400624433477
240,403200,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,28.04873207189106,576.8400624433477
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-613.8565843693439,646.9578510840929
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.6105196717551047,646.9578510840929
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.2624948020611444,646.9578510840929
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-472.587899585405,646.9578510840929
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00595608382458069,646.9578510840929
304,403205,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,63.48903080512496,646.9578510840929
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-616.0338601356193,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.6114699580181516,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.2619213944952523,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,0.08349065211192386,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-475.31813069101304,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,128.60155314783674,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.00593119231071479,650.9247559279062
336,403205,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,63.47060445658277,650.9247559279062
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-597.1294151849352,507.7713092838969
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.6711237499700624,507.7713092838969
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.22240697992937664,507.7713092838969
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-440.85136562657704,507.7713092838969
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00678080643687876,507.7713092838969
436,403209A,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,47.239212168081096,507.7713092838969
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-590.0726444380712,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.6673394978108279,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.22230587552985728,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-71.88069409942796,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-442.37538912156424,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,118.18183483624652,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00686226694206806,510.8771097465293
452,403209A,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,46.79196775301323,510.8771097465293
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-450.9422312634597,657.1703697642967
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.5967434180112783,657.1703697642967
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.2218352689596792,657.1703697642967
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-302.93701515633916,657.1703697642967
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01143923434893457,657.1703697642967
592,403213,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,57.31755573045022,657.1703697642967
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-445.5805902115858,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.5958359045102993,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.2139959762176864,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-17.884191164875574,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-289.03291441551346,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,131.2486068801603,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01169591012533593,657.0167835329896
572,403213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,55.33508300193486,657.0167835329896
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-361.9245593955504,600.278692116433
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.3930530487075327,600.278692116433
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.3214477083060929,600.278692116433
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-301.4147168669606,600.278692116433
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.0119744031605957,600.278692116433
664,403214,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,35.39158573482332,600.278692116433
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-362.1954037601861,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.39307829780859166,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.3220988091501398,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,34.286146860928056,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-302.22471219358044,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,136.24569300033386,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01195283791490615,604.2544714811672
668,403214,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,35.38432246650092,604.2544714811672
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-662.5271685109758,545.8092306297622
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.7451458355021533,545.8092306297622
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.15072151081864082,545.8092306297622
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-391.28115666883446,545.8092306297622
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00913851515277216,545.8092306297622
772,403217,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,62.90176969645624,545.8092306297622
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-660.8443614211258,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.7449937916787556,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.1505600736944328,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-115.85240866843924,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-379.7118611307526,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,136.06241317679587,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00920405270181771,549.4161505749239
824,403217,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,62.64473709178397,549.4161505749239
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-382.4636186714919,573.8809729266051
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.5285583927116259,573.8809729266051
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.27247515191962246,573.8809729266051
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-376.6471495494879,573.8809729266051
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01427938490408068,573.8809729266051
916,403221,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,36.51984819429376,573.8809729266051
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-380.7311938806211,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.5293935326066419,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.2608219554001323,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-9.395043319421802,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-365.3481686847786,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,131.54441858945015,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01448362228457815,575.5215087127773
908,403221,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,35.758540315940685,575.5215087127773
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-627.2374955799442,614.8509601811688
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.7022098028121541,614.8509601811688
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.18074027648960445,614.8509601811688
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-411.7252553957353,614.8509601811688
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00698671990808031,614.8509601811688
976,403222,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,64.26497804711875,614.8509601811688
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-627.3827073719349,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.7017602255306362,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.1809773844369245,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,0.04689519234275208,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-418.5314768410103,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,136.04120714943377,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.00696802855680113,618.7176851773146
1068,403222,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,64.18572273445761,618.7176851773146
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-545.260851958906,558.616144639576
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.6933303782779201,558.616144639576
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.1958834738472064,558.616144639576
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-217.37639477735456,558.616144639576
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00816163198009206,558.616144639576
1156,403223,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,51.42082729838873,558.616144639576
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-551.9598454879788,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.6978490880470648,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.19965199329110273,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,87.55064311434944,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-208.36441538317945,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,131.0818480589769,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00812168154493228,561.7520397206868
1100,403223,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,50.98704965591693,561.7520397206868
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-328.78843398162815,477.2135627930695
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.44160300688662385,477.2135627930695
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.21520652859369083,477.2135627930695
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-303.1992624168133,477.2135627930695
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.0158511955050408,477.2135627930695
1216,403224,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,38.005490763382674,477.2135627930695
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-328.97494756685376,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4413648017219327,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.2166334685323843,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,16.40583658576645,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-304.84520040833104,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,135.75184579979495,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01579556013295153,481.1367349785843
1232,403224,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,37.97376431696309,481.1367349785843
1432,403226,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-496.689288783095,550.7725865309616
1432,403226,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.6639732448455596,550.7725865309616
1432,403226,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.21617086581166856,550.7725865309616
