gauge,streamflow_model,objective_function,parameter,parameter_values
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.906149133400845
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.906149133400845
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.906149133400845
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.906149133400845
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.906149133400845
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.014789709103715697
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,373.22544476447615
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-101.2356017305683
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.4186504875022285e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.3281281099078
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-131.1864095010732
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.4186508589630718e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.3282139100091
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750461713449
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.418650892472519e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.328097694207
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750289127757
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.0350587454526556e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.3280956327768
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-239.47750289127757
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.0350587454526556e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,634.3280956327768
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-213.48369872925713
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.802825141548352e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.80210025445551e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-234.12242908126953
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.999978316452139e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.1585147046725844
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-216.60846674094256
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.391647432046915e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,640.7260162512216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-216.60846674094256
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.391647432046915e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,640.7260162512216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-216.60846674094256
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.391647432046915e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,640.7260162512216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-216.60846674094256
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,3.391647432046915e-8
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,640.7260162512216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-278.4490582185652
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.1180073955367817e-5
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.390790400345598
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-278.4490582185652
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.1180073955367817e-5
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.390790400345598
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-285.96240951665897
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.07295417812134489
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39080020820829
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-285.96240951665897
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.07295417812134489
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39080020820829
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-285.96240951665897
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.07295417812134489
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39080020820829
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-38.45782188195619
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.0729541660352011
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39078407472433
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-38.45782188195619
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.0729541660352011
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39078407472433
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-38.45782188195619
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.0729541660352011
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39078407472433
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-38.45782188195619
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.0729541660352011
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,28.39078407472433
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-231.15978508158508
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.0022588091008862044
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,119.45065678945409
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280748927284
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.351100044330162e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,5.618070755727553e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.0328089117022
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.2259657967904962e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,59.876856507646295
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.0328089117022
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,2.2259657967904962e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,59.876856507646295
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280927644107
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.4239251243282385e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,59.87684804605683
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,85.03280927644107
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.4239251243282385e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,59.87684804605683
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-17.789839534155703
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,4.5316453664006913e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,8.668137867394123
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,36.08887075868671
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,9.410980391014004e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,44.24977866619228
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,36.08886619949243
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.8900755435177855e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,44.24976716078047
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-105.30105522805758
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236386495514e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5055691090927
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-105.30105522805758
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236386495514e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5055691090927
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-43.866295092411804
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236544908611e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5054811830621
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-43.866295092411804
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236544908611e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5054811830621
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-43.866295092411804
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236544908611e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5054811830621
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-43.866295092411804
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236544908611e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5054811830621
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-43.866295092411804
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7341236544908611e-7
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,523.5054811830621
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,17.849866761695353
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.92115923194114e-5
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1854397576581714
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,17.849866761695353
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.92115923194114e-5
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1854397576581714
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,17.849866761695353
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.92115923194114e-5
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1854397576581714
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-88.2849206131099
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.228378771991093e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90829686601178
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-88.2849206131099
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.228378771991093e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90829686601178
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-88.2849206131099
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.228378771991093e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90829686601178
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-88.2849206131099
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.228378771991093e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90829686601178
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-106.98517274247232
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.023820204411453744
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90830094292609
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-106.98517274247232
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.023820204411453744
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90830094292609
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-106.98517274247232
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.023820204411453744
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,29.90830094292609
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-193.61011883497815
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.003516442440055727
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1024144275626213e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-193.61011883497815
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.003516442440055727
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1024144275626213e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-193.61011883497815
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.003516442440055727
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.1024144275626213e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,42.60342206375486
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.017428239386801606
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.37516902008866
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,42.60342206375486
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.017428239386801606
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.37516902008866
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-84.54353421971405
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.017428240517351635
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.37489580371584
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-84.54353421971405
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.017428240517351635
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.37489580371584
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-84.54353421971405
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.017428240517351635
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.37489580371584
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-84.54353630177215
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.2225303533723047e-6
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.3748638180269
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-248.0981007485091
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,6.253110384788128e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,476.3748872460039
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-59.2116062721891
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7212706780003384e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.7792769340547148e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-59.2116062721891
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,1.7212706780003384e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,1.7792769340547148e-4
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,63.33165228680309
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.04252312926196154
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,112.71416758098513
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
102101A,streamflow_model_precip_only,constant_sd_objective_function,a0,-90.9404391459216
102101A,streamflow_model_precip_only,constant_sd_objective_function,a1,0.9517802233004149
102101A,streamflow_model_precip_only,constant_sd_objective_function,sd,0.011415999935176138
