gauge,streamflow_model,objective_function,parameter,parameter_values
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,3.561256866307681e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,843.5710032528624
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-251.75757199301364
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5873242791123946e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.4125861875705308
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,843.5709200107987
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-89.17889170097405
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.587324091913028e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.4125861821641292
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,843.5710773202898
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-89.17889170097405
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.587324091913028e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.4125861821641292
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,843.5710773202898
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-89.17889057449338
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5423225758568983e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.41258605861710845
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,843.5712147057441
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-89.17889242091707
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,4.944898619646261e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.004164499671572343
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,517.0295261916815
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,59.00621734750058
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.2582523981400971e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,0.009624574690490459
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,72.80528191815824
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35802285453974
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5255021247609723e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,7.186780842578654e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,7.1071734397032925e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35802285453974
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5255021247609723e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,7.186780842578654e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,7.1071734397032925e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35802285453974
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5255021247609723e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,7.186780842578654e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,7.1071734397032925e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35802285453974
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5255021247609723e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,7.186780842578654e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,7.1071734397032925e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35802285453974
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,1.5255021247609723e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,7.186780842578654e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,7.1071734397032925e-6
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.3580273701129
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,5.4621551630704e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,48.3065589502822
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,1.5767459250075353e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.3580273701129
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,5.4621551630704e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,48.3065589502822
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,1.5767459250075353e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.3580273701129
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,5.4621551630704e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,48.3065589502822
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,1.5767459250075353e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.3580273701129
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,5.4621551630704e-4
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,48.3065589502822
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,1.5767459250075353e-5
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a0,-271.35803581638015
102101A,streamflow_model_precip_only,CO2_variable_objective_function,a1,0.0014826858622613802
102101A,streamflow_model_precip_only,CO2_variable_objective_function,sd,48.30656011671698
102101A,streamflow_model_precip_only,CO2_variable_objective_function,scale_CO2,1.5767454384007677e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-255.7377621981908
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.2449438123008066e-8
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.602581304925706
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.033715271434380495
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-261.022473600052
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.7773020723677686e-7
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6025812720215282
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,247.54524726836925
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-11.601911208871115
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.172630215791539e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.8257361542790012
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,189.85859845347923
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-11.601911208871115
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.172630215791539e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.8257361542790012
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,189.85859845347923
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,8.711051600408211
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.172630714367886e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.8257361752458825
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,189.8585446904602
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-161.02479123351085
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.228309846808224e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.6976990416579418
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,0.002205033650561122
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-276.7632577490894
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,6.635623255904618e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6496531029995172
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.438844319449128e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,51.14260796403107
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.429863904615645e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.8419271445493272
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,402.33483787620185
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,51.14260796403107
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.429863904615645e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.8419271445493272
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,402.33483787620185
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,51.14260796403107
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.429863904615645e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.8419271445493272
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,402.33483787620185
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,51.14260796403107
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.429863904615645e-5
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.8419271445493272
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,402.33483787620185
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,68.37883776701011
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.844722928951929e-7
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.026534889596341427
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,4.23883921035992
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-53.686589274278475
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0968251488074116e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.797223831810423
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271261191698
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-53.686589274278475
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0968251488074116e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.797223831810423
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271261191698
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-69.54928115795593
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0968253502754691e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165897811289296
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.827223468242
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-69.54928115795593
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0968253502754691e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165897811289296
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.827223468242
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,27.093838256671688
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.096824997422764e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165898822601397
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271069386253
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,27.093838256671688
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.096824997422764e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165898822601397
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271069386253
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,27.093838256671688
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.096824997422764e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165898822601397
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271069386253
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,27.093838256671688
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.096824997422764e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165898822601397
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271069386253
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,27.093838256671688
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.096824997422764e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.14165898822601397
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,330.8271069386253
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,91.83835852946589
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,1.0505808225518102e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23822220724546805
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,6.341917735825827e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-165.35029532221643
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.1820357843251017e-06
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.23468044727011228
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,113.43185610232102
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-44.6221675796925
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.276515030599866e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.44588011089783697
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,1.181396389688426e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-44.6221675796925
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,5.276515030599866e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.44588011089783697
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,1.181396389688426e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.8300308502852545
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982787273034211
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.6442972451169655
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283132499974
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-7.830032475939845
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,0.05982786328441142
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,0.0459481923741345
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,57.48283856522969
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,-138.4172754806451
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.861884022912103e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.5442394838789042
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,2.057394468796654e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,74.89245368851749
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,2.8618840351261914e-4
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.544239487442965
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,49.514573474521
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,34.04296846453212
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367853408938e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546550294152
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5190572850318
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a0,9.481750608469383
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a1,3.866367044814005e-6
102101A,streamflow_model_precip_auto,constant_sd_objective_function,a2,-0.9258546672694151
102101A,streamflow_model_precip_auto,constant_sd_objective_function,sd,460.5188969227239
