gauge,streamflow_model,objective_function,parameter,parameter_values
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,75.00101156188418
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598214734445
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.26428903865428e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.15335298217683865
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,75.00101156188418
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598214734445
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.26428903865428e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.15335298217683865
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,75.00101156188418
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598214734445
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.26428903865428e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.15335298217683865
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,75.00101156188418
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598214734445
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.26428903865428e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.15335298217683865
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,75.00101156188418
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598214734445
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.26428903865428e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.15335298217683865
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-192.31937519964177
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598057989985
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.2642893090768326e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,338.2538304018637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-192.31937519964177
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598057989985
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.2642893090768326e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,338.2538304018637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-192.31937519964177
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598057989985
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.2642893090768326e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,338.2538304018637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-192.31937519964177
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598057989985
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.2642893090768326e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,338.2538304018637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-190.3965545479028
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-201.58598133143045
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.2642898318917817e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,338.2539359944907
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-181.83290515356796
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-117.53071268819927
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.00549832760477336
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.9533375836045372
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-181.83290515356796
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-117.53071268819927
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.00549832760477336
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.9533375836045372
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-181.83290515356796
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-117.53071268819927
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.00549832760477336
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.9533375836045372
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.9855543470951
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-89.32803613662284
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.23930978131584e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.765585700476
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.9855543470951
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-89.32803613662284
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.23930978131584e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.765585700476
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.98556075335637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-129.4626235313485
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.239310061542607e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.76497559568
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.98556075335637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-129.4626235313485
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.239310061542607e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.76497559568
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.98556075335637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-129.4626235313485
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.239310061542607e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.76497559568
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.98556075335637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-129.4626235313485
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.239310061542607e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.76497559568
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.9855621846095
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-129.4626188181472
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,5.86115980064791e-4
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,820.7652029273373
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,55.399807542134056
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,14.245455843176444
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.1851956785036252e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.6060576376135857e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-131.42051746497577
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-170.33947631265295
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.02700578886812965
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,7.797124242616512e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-19.477123330869176
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,75.7556943006777
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.46303234089412265
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,5.273948849218735
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-139.60417150272207
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,81.62540881110078
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.09217314041425442
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,33.238140798723315
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-274.76863516459053
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-2.1617579389469483
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.00281060326539449
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,159.42659924409364
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-274.7686420522271
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-249.54740086241145
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.00281060330027676
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,159.4265988190509
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,23.786301788070887
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-29.643220935433646
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.05489839701941637
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.00223649248651703
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-282.76501262214094
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-248.5010073201753
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,3.3362189342218776e-8
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,2.019700035332782e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,17.320721876507264
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,5.773403123223204
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,7.2858557500988926e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.1264236521083033
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,17.320721876507264
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,5.773403123223204
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,7.2858557500988926e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,1.1264236521083033
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,76.81358450743517
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-101.53094956614947
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,7.346039002391306e-7
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,552.6560009947211
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,76.81358450743517
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-101.53094956614947
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,7.346039002391306e-7
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,552.6560009947211
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-265.3074542896241
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,29.844632769861164
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.9800131501191757e-7
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.06547746344502804
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-265.3074542896241
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,29.844632769861164
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,1.9800131501191757e-7
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,0.06547746344502804
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.51811827371233
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-51.5574329355606
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,6.016982289152529e-5
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,288.4275590325664
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.51811827371233
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-51.5574329355606
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,6.016982289152529e-5
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,288.4275590325664
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-271.51811827371233
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-51.5574329355606
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,6.016982289152529e-5
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,288.4275590325664
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-151.43137096840076
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-63.93498191756427
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.0493370247118224
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,71.54329730930556
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-151.43137096840076
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-63.93498191756427
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.0493370247118224
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,71.54329730930556
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-151.43137096840076
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-63.93498191756427
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.0493370247118224
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,71.54329730930556
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-151.43137096840076
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-63.93498191756427
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,0.0493370247118224
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,71.54329730930556
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-151.4313743793132
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-63.93498626469616
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a1,2.701918710953465e-6
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,sd,71.54328591161571
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_d,-93.33769627014196
105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,a0_n,-180.05473689441226
