gauge,decade,sum_decade_realspace_CO2_off_streamflow,sum_decade_realspace_CO2_on_streamflow,sum_decade_realspace_observed_streamflow,years_of_data,realspace_CO2_off_streamflow_per_year,realspace_a3_on_streamflow_per_year,CO2_impact_on_streamflow_mm_per_year,CO2_impact_on_streamflow_percent,CO2_model,non_CO2_model,evidence_ratio,lat,lon,state,status,parent_catchment,catchment_area_sq_km,record_length,prop_forested,river_di,binned_evidence_ratio,impact_of_CO2_term,IQR_CO2_impact_on_streamflow_percentage,mean_CO2_impact_on_streamflow_percentage,median_CO2_impact_on_streamflow_percentage
235204,1,11285.264557858889,10338.216478770204,10165.10752414901,10,1128.5264557858889,1033.8216478770205,-94.70480790886836,-8.391899669105882,500.8356333759694,553.6377714927872,292306591247.9481,-38.6548305,143.5291815,VIC,sub_catchment,235219,11.1,43,0.9009,0.206489,Extremely Strong,Negative-Slope,3.0298138319640735,-9.929764213714645,-8.909912991537224
314207,1,8361.484069241638,7631.381763663878,7904.112215119209,8,1045.1855086552048,953.9227204579847,-91.26278819722006,-8.73173110815935,602.7347168919313,615.6560996660141,639.5030478786765,-41.250833,146.09,TAS,no_nested,NA,499.6,52,0.93658,0.120321,Moderately Strong,Negative-Intercept,5.533677344234406,-4.613853091638563,-4.137587976029879
407217,1,1378.864402373642,1252.085360152175,1239.3392711490117,10,137.88644023736418,125.2085360152175,-12.67790422214668,-9.19445320389905,550.3693787428605,563.0128098164392,556.5269163709753,-37.15795783,144.2084168,VIC,sub_catchment,407215,294.7,58,0.81284,0.111772,Moderately Strong,Negative-Intercept,6.628703304692074,-8.233788215584658,-8.0423810262252875
613002,1,2624.3173721756857,2377.3386433785363,2323.4820741490116,10,262.4317372175686,237.73386433785362,-24.697872879714964,-9.411160838080814,520.8005099897415,561.1143560482279,567597460.5593387,-33.085833,116.038889,WA,no_nested,NA,147.2,51,0.99712,0.009804,Extremely Strong,Negative-Intercept,20.705764896628107,-20.388726305528216,-16.74202493481154
317200,1,2674.6364151870744,2420.682957388939,2232.9409261490114,10,267.46364151870745,242.0682957388939,-25.39534577981354,-9.494877746976794,544.2822747350956,563.0696008045794,12012.019286947365,-41.2567,146.5667,TAS,no_nested,NA,259.6,53,0.66934,0.180355,Very Strong,Negative-Intercept,9.428455413288669,-12.85755701871891,-11.730431554977548
236216,1,319.4983020088488,288.4119821926727,300.5147641490116,10,31.94983020088488,28.841198219267273,-3.108631981617606,-9.729729272650436,297.47287843916655,309.8229368924385,480.59706995106785,-38.30559215,142.8812902,VIC,sub_catchment,236209,2984.6,40,0.0845,0.660071,Moderately Strong,Negative-Intercept,18.82094923624522,-15.241814450542702,-13.076031846741117
406213,1,1321.4312369573877,1184.9299916568716,1153.8121561490116,10,132.14312369573878,118.49299916568717,-13.650124530051613,-10.329803131853609,395.5342276377089,421.027528820278,343399.7815423948,-37.016111,144.539167,VIC,main_catchment,406213,638,44,0.19307,0.211282,Very Strong,Negative-Intercept,13.836533063015862,-19.84878872837094,-20.00366118814074
613146,1,3056.9640799488807,2696.7990889978837,2773.2969451490117,10,305.6964079948881,269.67990889978836,-36.01649909509973,-11.781786816318105,604.6785435704533,680.9148560535125,35851300646296244,-32.997778,115.921944,WA,no_nested,NA,16.9,60,0.89096,0.343678,Extremely Strong,Negative-Slope,6.334794497821573,-14.47562575983509,-14.1294591917656
305202,1,3134.9111988427885,2757.351650553372,2529.9040541490117,10,313.4911198842789,275.73516505533723,-37.75595482894164,-12.043707918386573,503.4949817668762,515.7826710787242,465.8411312449631,-43.071111,147.236944,TAS,no_nested,NA,17.4,46,0.99296,0.036272,Moderately Strong,Negative-Slope,11.983558604480429,-18.57330109512444,-18.4167013162208
302200,1,1304.5676813711511,1144.6892963261353,962.563892089407,6,217.42794689519187,190.7815493876892,-26.646397507502655,-12.255277156412273,490.63697165229814,500.22518539886875,120.79644705662828,-42.0467,148.075,TAS,no_nested,NA,457.2,43,0.92285,0.085704,Moderately Strong,Negative-Slope,16.192334108141743,-19.315383984373145,-18.47664073757727
210022,1,3714.1942467373865,3248.0389670891104,3335.3032361192095,8,464.2742808421733,406.0048708861388,-58.26940995603451,-12.550643522690152,680.9652551530802,708.6554542018177,1030031.0695564386,-32.3078,151.5117,NSW,no_nested,NA,188.7,56,0.83413,0.10746,Extremely Strong,Negative-Slope,14.97404159407659,-20.906121958467963,-22.30418029166408
230209,1,2544.5812031937203,2220.1719374133745,2224.9088771490115,10,254.45812031937203,222.01719374133745,-32.44092657803458,-12.749023901189618,533.4046066205096,578.6306751289791,6617835927.180732,-37.41050387,144.6260551,VIC,no_nested,NA,5.5,52,1,0.080181,Extremely Strong,Negative-Slope,5.96805303381444,-11.893667515583108,-11.988325554046169
238229,1,1099.5132013186567,956.3603035911991,908.9965661490116,10,109.95132013186567,95.63603035911991,-14.315289772745757,-13.019661569844995,473.0118612387885,495.4242340825248,73584.2599056533,-37.321,141.48,VIC,no_nested,NA,70.6,50,0.03677,0.190414,Very Strong,Negative-Intercept,17.2579210946357,-22.114782553613423,-20.380802300736715
603003,1,589.6952134421058,512.6004414824635,514.0771081490116,10,58.96952134421058,51.260044148246344,-7.709477195964233,-13.073664191647916,429.49177403380895,451.4849779042722,59671.03079117779,-34.6994,117.2169,WA,sub_catchment,603136,230.2,47,0.91173,0.152452,Very Strong,Negative-Intercept,31.048863490612217,-28.230551006110563,-26.67211836826693
227213,1,3856.3582480541772,3334.8012388161333,3296.1278581490114,10,385.6358248054177,333.48012388161334,-52.155700923804375,-13.524599523428835,692.0991746367646,703.3675393228932,279.83001878724514,-38.52579869,146.538118,VIC,no_nested,NA,35,58,0.99976,0.13833,Moderately Strong,Negative-Slope,12.438262672847452,-17.386649468957017,-16.66717450986777
406208,1,2080.9477930543057,1787.1521217773914,1764.2652291490117,10,208.09477930543056,178.71521217773915,-29.379567127691416,-14.118358579563225,667.122276498653,702.2491826806155,42433686.21556485,-37.387778,144.450556,VIC,sub_catchment,406213,37.9,63,0.86208,0.204446,Extremely Strong,Negative-Slope,7.834419035626652,-12.178459548866758,-12.7596475706256
231211,1,1226.1725979042105,1048.6429825856546,1076.0771911490117,10,122.61725979042106,104.86429825856547,-17.75296153185559,-14.478354484677908,422.88638422327074,441.5437538139621,11256.317384857735,-37.63,144.43,VIC,main_catchment,231211,234.5,43,0.98488,0.117132,Very Strong,Negative-Intercept,20.689665048995803,-27.151387088702837,-28.87483273056535
603190,1,883.3646547548244,751.9460303104722,863.2730741490116,10,88.33646547548244,75.19460303104722,-13.141862444435219,-14.877052612075259,545.2228080507736,594.0014219779534,39096819721.74579,-34.7038,117.2921,WA,sub_catchment,603136,57.8,59,0.94146,0.169222,Extremely Strong,Negative-Intercept,8.965216575077505,-14.512273963071715,-14.038438854577551
410713,1,1473.0356104673742,1251.9731133011176,1228.5796271341105,9,163.6706233852638,139.10812370012417,-24.562499685139642,-15.007274474248225,604.4739444762397,614.6191804430586,159.59158904527527,-35.3843,148.9656,ACT,no_nested,NA,226.5,57,0.73243,0.065645,Moderately Strong,Negative-Intercept,11.283984991574387,-15.262782972938185,-14.911908280891788
415223,1,3344.769915227222,2830.6876978649725,2661.8637221490117,10,334.4769915227222,283.0687697864972,-51.40822173622496,-15.369733356601486,601.8530718966985,625.3205851546933,124711.28552760908,-36.88537671,142.2340353,VIC,no_nested,NA,82,50,0.08399,0.549091,Very Strong,Negative-Slope,15.541150707664976,-19.985065046755675,-19.257258892189487
238204,1,370.1595013584708,312.3397670131751,312.80963214901163,10,37.01595013584708,31.23397670131751,-5.781973434529569,-15.620221589098628,438.961551649214,455.1412041548823,3261.12091048466,-37.631,142.34,VIC,main_catchment,238204,576.9,51,0.4873,0.540598,Strong,Negative-Intercept,31.17683388436954,-20.296987474883046,-18.38849040489697
314207,2,7967.639145191761,6637.20709646978,6783.693947119209,8,995.9548931489701,829.6508870587224,-166.30400609024764,-16.697945583101088,602.7347168919313,615.6560996660141,639.5030478786765,-41.250833,146.09,TAS,no_nested,NA,499.6,52,0.93658,0.120321,Moderately Strong,Negative-Intercept,4.795962378813291,-14.177872098645452,-13.904757861515764
319204,1,3090.5609187698237,2561.8829959728623,2422.3999251490113,10,309.05609187698235,256.18829959728623,-52.86779227969612,-17.106212648524586,499.1865161995533,535.4925252563462,76515548.64429492,-41.0667,147.11,TAS,no_nested,NA,303,47,0.79355,0.139274,Extremely Strong,Negative-Slope,11.46427666797268,-24.58833782901043,-24.695598570546856
405238,1,1499.045349559729,1235.7997980068506,1214.8644541490116,10,149.9045349559729,123.57997980068505,-26.324555155287854,-17.560879771262023,440.8144366387576,478.5456604785264,156038280.02450696,-37.120278,144.856944,VIC,sub_catchment,405240,164.3,46,0.23295,0.344173,Extremely Strong,Negative-Slope,14.523711570373152,-25.082601814607703,-23.5529698990292
408202,1,799.6571698787976,656.4523537855214,565.0279281490116,10,79.96571698787976,65.64523537855214,-14.320481609327615,-17.908276382362885,474.5418731792656,488.4622960534608,1053.8563580169396,-37.181944,143.405556,VIC,sub_catchment,408200,76.6,51,0.24152,0.172685,Strong,Negative-Intercept,14.137253879705154,-22.4411422451739,-20.673201008436667
227205,1,3752.1553629863865,3040.1055917024587,3153.0909331490116,10,375.21553629863865,304.01055917024587,-71.20497712839278,-18.97708656491235,624.2921529229999,641.0978958726103,4459.854739233778,-38.35208581,146.6547464,VIC,no_nested,NA,39.2,54,0.97901,0.14814,Strong,Negative-Slope,10.329557746374116,-24.739832164037143,-24.767959903692617
234201,1,385.8937276171848,307.6661246134701,322.0717371490116,10,38.58937276171848,30.766612461347012,-7.822760300371467,-20.271799566879253,479.1500611598592,498.9907343335978,20339.835597870024,-38.012,143.64,VIC,main_catchment,234201,1149.2,58,0.26132,0.348426,Very Strong,Negative-Intercept,20.69072911537048,-24.379845643403605,-23.601082132742768
235219,2,6453.030443726335,5134.055285280388,5353.6635721043085,7,921.861491960905,733.4364693257696,-188.4250226351354,-20.439623986715596,603.5996673272317,627.8973611933594,188876.17735386852,-38.7031718,143.4772919,VIC,main_catchment,235219,90.3,51,0.9705,0.152745,Very Strong,Negative-Slope,4.4005344680616005,-20.287214228494257,-20.335127477149335
406226,1,905.6099969654248,720.030331132838,664.6647131341105,9,100.62333299615831,80.00337012587089,-20.619962870287424,-20.492228051196307,387.2698182658728,398.8194247428475,322.0810553277267,-36.881,144.65,VIC,no_nested,NA,173,41,0.40232,0.178374,Moderately Strong,Negative-Slope,27.75067769735144,-19.980185358435275,-20.395009027855128
303203,1,854.160537487246,676.7403940546313,646.8733721192093,8,106.77006718590575,84.59254925682892,-22.177517929076828,-20.771287790295958,499.1369507992214,529.498017778091,3915812.846310117,-42.435,147.4533,TAS,no_nested,NA,54.1,48,0.37848,0.166935,Extremely Strong,Negative-Slope,21.27950558187047,-34.169041612457875,-34.07660303821732
406235,1,1302.4688646859074,1022.3821855055326,958.2124351490116,10,130.24688646859073,102.23821855055326,-28.008667918037474,-21.504289797201267,349.39951393299145,370.5615923290267,39381.01782172269,-36.948,144.66,VIC,no_nested,NA,213.4,36,0.14373,0.17575,Very Strong,Negative-Intercept,17.473317144759058,-35.067783815598105,-36.55949732882784
226204,2,3055.98348281945,2388.3332951778343,2399.9352551490115,10,305.598348281945,238.83332951778343,-66.76501876416157,-21.84731008512002,669.2639284255879,681.2474009930079,400.1087094103,-38.089,146.16,VIC,main_catchment,226204,562.9,63,0.92791,0.223117,Moderately Strong,Negative-Intercept,8.259925110044698,-23.70937556614848,-23.284930692559115
606001,1,1078.589881570079,842.307349480484,935.7981051490116,10,107.85898815700789,84.23073494804841,-23.628253208959478,-21.906614935571586,406.8202975406122,443.505374641895,92483291.21396533,-34.764167,116.615278,WA,no_nested,NA,473.7,46,0.99825,0.004625,Extremely Strong,Negative-Intercept,18.72756898355995,-28.267649899610376,-29.748870115026843
